CD_SETOR;V00644;V00645;V00646;V00647;V00648;V00649;V00650;V00651;V00652;V00653;V00654;V00655;V00656;V00657;V00658;V00659;V00660;V00661;V00662;V00663;V00664;V00665;V00666;V00667;V00668;V00669;V00670;V00671;V00672;V00673;V00674;V00675;V00676;V00677;V00678;V00679;V00680;V00681;V00682;V00683;V00684;V00685;V00686;V00687;V00688;V00689;V00690;V00691;V00692;V00693;V00694;V00695;V00696;V00697;V00698;V00699;V00700;V00701;V00702;V00703;V00704;V00705;V00706;V00707;V00708;V00709;V00710;V00711;V00712;V00713;V00714;V00715;V00716;V00717;V00718;V00719;V00720;V00721;V00722;V00723;V00724;V00725;V00726;V00727;V00728;V00729;V00730;V00731;V00732;V00733;V00734;V00735;V00736;V00737;V00738;V00739;V00740;V00741;V00742;V00743;V00744;V00745;V00746;V00747;V00748;V00749;V00750;V00751;V00752;V00753;V00754;V00755;V00756;V00757;V00758;V00759;V00760;V00761;V00762;V00763;V00764;V00765;V00766;V00767;V00768;V00769;V00770;V00771;V00772;V00773;V00774;V00775;V00776;V00777;V00778;V00779;V00780;V00781;V00782;V00783;V00784;V00785;V00786;V00787;V00788;V00789;V00790;V00791;V00792;V00793;V00794;V00795;V00796;V00797;V00798;V00799;V00800;V00801;V00802;V00803;V00804;V00805;V00806;V00807;V00808;V00809;V00810;V00811;V00812;V00813;V00814;V00815;V00816;V00817;V00818;V00819;V00820;V00821;V00822;V00823;V00824;V00825;V00826;V00827;V00828;V00829;V00830;V00831;V00832;V00833;V00834;V00835;V00836;V00837;V00838;V00839;V00840;V00841;V00842;V00843;V00844;V00845;V00846;V00847;V00848;V00849;V00850;V00851;V00852;V00853;V00854;V00855;V00856;V00857;V00858;V00859;V00860;V00861;V00862;V00863;V00864;V00865;V00866;V00867;V00868;V00869;V00870;V00871;V00872;V00873;V00874;V00875;V00876;V00877;V00878;V00879;V00880;V00881;V00882;V00883;V00884;V00885;V00886;V00887;V00888;V00889;V00890;V00891;V00892;V00893;V00894;V00895;V00896;V00897;V00898;V00899;V00900;V00901;V00902;V00903;V00904;V00905;V00906;V00907;V00908;V00909;V00910;V00911;V00912;V00913;V00914;V00915;V00916;V00917;V00918;V00919;V00920;V00921;V00922;V00923;V00924;V00925;V00926;V00927;V00928;V00929;V00930;V00931;V00932;V00933;V00934;V00935;V00936;V00937;V00938;V00939;V00940;V00941;V00942;V00943;V00944;V00945;V00946;V00947;V00948;V00949;V00950;V00951;V00952;V00953;V00954;V00955;V00956;V00957;V00958;V00959;V00960;V00961;V00962;V00963;V00964;V00965;V00966;V00967;V00968;V00969;V00970;V00971;V00972;V00973;V00974;V00975;V00976;V00977;V00978;V00979;V00980;V00981;V00982;V00983;V00984;V00985;V00986;V00987;V00988;V00989;V00990;V00991;V00992;V00993;V00994;V00995;V00996;V00997;V00998;V00999;V01000;V01001;V01002;V01003;V01004;V01005;CD_MUN
230280005000137;48;53;59;44;49;28;51;45;36;31;21;32;19;6;X;0;40;0;14;X;0;38;0;16;4;0;39;0;9;3;0;32;0;10;X;0;38;0;8;X;0;19;0;13;0;0;38;0;12;X;0;31;0;8;3;0;25;0;10;3;0;18;0;4;X;0;15;0;10;X;0;21;0;4;X;0;13;0;22;26;31;23;22;13;23;26;15;10;7;12;4;26;27;28;21;27;15;28;19;21;21;14;20;15;43;52;56;43;45;26;43;33;33;21;13;18;12;6;X;0;35;0;14;X;0;37;0;16;3;0;37;0;9;3;0;31;0;10;0;0;35;0;7;X;0;18;0;12;0;0;31;0;11;X;0;20;0;8;3;0;22;0;5;3;0;13;0;3;X;0;9;0;8;0;0;10;0;3;X;0;7;0;20;25;28;22;19;12;17;16;13;7;4;5;3;23;27;28;21;26;14;26;17;20;14;9;13;9;151;9;223;30;64;39;73;6;99;23;19;14;78;3;124;7;45;25;36;0;6;X;0;0;109;8;0;0;57;3;9;X;0;0;157;26;0;0;19;9;6;X;0;0;39;28;0;0;438;78;112;12;21;4;0;0;305;62;0;0;191;43;247;35;44;7;11;4;0;0;136;32;0;0;68;5;10;0;0;0;169;30;0;0;X;0;10;0;17;X;18;0;19;0;11;0;26;5;18;7;23;3;13;7;10;4;13;8;6;3;50;6;10;X;0;0;125;30;0;0;9;X;36;12;7;6;19;0;79;3;35;16;185;38;52;19;133;19;52;133;61;38;60;51;0;3;7;3;4;10;7;6;0;X;2302800
230280005000138;51;47;46;45;44;41;38;42;37;22;17;35;25;15;10;0;26;0;11;14;0;22;0;11;4;0;31;0;13;5;0;27;0;9;5;0;30;0;5;13;0;23;0;10;11;0;17;0;11;13;0;18;0;5;13;0;19;0;5;7;0;10;0;X;6;0;9;0;11;9;0;15;0;6;7;0;12;0;26;27;21;22;24;25;24;19;23;11;11;22;11;25;20;25;23;20;16;14;23;14;11;6;13;14;50;46;44;43;34;26;27;27;15;6;6;13;8;15;9;0;26;0;10;14;0;22;0;11;4;0;29;0;11;5;0;27;0;7;3;0;24;0;4;6;0;16;0;8;8;0;11;0;7;9;0;11;0;X;4;0;9;0;X;X;0;3;0;X;X;0;3;0;7;X;0;4;0;X;3;0;3;0;25;26;19;20;17;12;16;12;7;X;4;8;3;25;20;25;23;17;14;11;15;8;4;X;5;5;140;4;172;75;33;66;70;4;84;53;17;38;70;0;88;22;16;28;36;X;27;X;0;0;77;X;0;0;39;14;35;25;0;0;98;36;0;0;12;12;8;21;0;0;13;33;0;0;345;145;87;27;70;47;0;0;188;71;0;0;171;95;174;50;41;16;42;32;0;0;88;47;0;0;46;11;28;15;0;0;100;24;0;0;X;0;8;0;9;X;17;X;16;7;15;6;15;6;13;9;3;14;4;8;5;8;10;14;3;9;29;16;27;21;0;0;64;47;0;0;10;X;54;34;17;30;9;0;25;9;5;9;120;84;81;66;39;18;81;39;18;77;59;46;0;3;5;X;0;X;5;5;X;0;2302800
230280005000139;6;8;7;X;X;X;8;3;X;0;X;0;0;0;4;0;X;0;0;X;0;6;0;0;0;0;7;0;0;X;0;X;0;0;X;0;0;0;0;X;0;X;0;0;6;0;X;0;0;X;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;5;3;X;X;X;X;5;X;X;0;X;0;0;X;5;5;X;X;X;3;X;0;0;0;0;0;5;7;7;X;X;0;X;X;0;0;0;0;0;0;3;0;X;0;0;X;0;5;0;0;0;0;7;0;0;X;0;X;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;X;X;X;0;X;X;0;0;0;0;0;0;4;5;X;X;0;0;0;0;0;0;0;0;19;X;6;12;0;X;10;0;4;7;0;X;9;X;X;5;0;0;0;0;5;X;0;0;14;X;0;0;0;0;5;7;0;0;X;5;0;0;0;0;0;0;0;0;0;X;0;0;25;15;0;0;10;8;0;0;15;7;0;0;14;8;11;7;0;0;7;4;0;0;7;4;0;0;0;0;3;4;0;0;8;3;0;0;0;0;4;0;5;0;X;0;X;0;0;X;X;3;0;0;0;X;0;0;0;0;0;0;0;0;0;0;4;4;0;0;8;X;0;0;0;0;X;5;0;0;9;0;X;X;0;0;12;6;X;5;10;X;X;10;5;X;7;0;0;0;0;0;0;0;0;0;0;0;2302800
230280010000001;32;23;18;22;35;28;28;23;29;16;12;20;19;9;X;0;22;0;7;X;0;15;0;X;3;X;12;0;4;X;0;17;0;7;X;0;26;0;4;3;0;21;0;3;X;X;23;0;5;X;0;17;0;4;3;X;21;0;X;4;0;10;0;5;0;0;7;0;4;X;0;15;0;5;X;X;11;0;15;10;8;11;16;16;14;9;13;6;7;12;10;17;13;10;11;19;12;14;14;16;10;5;8;9;31;23;15;21;28;24;18;16;17;9;X;9;9;8;X;0;22;0;7;X;0;15;0;X;3;0;10;0;4;X;0;16;0;5;X;0;21;0;4;3;0;17;0;X;X;0;15;0;X;X;0;13;0;X;X;0;14;0;X;4;0;4;0;X;0;0;X;0;X;0;0;7;0;X;0;0;7;0;14;10;5;10;12;14;9;4;7;3;0;3;5;17;13;10;11;16;10;9;12;10;6;X;6;4;69;4;124;41;29;38;29;4;56;23;11;24;40;0;68;18;18;14;17;X;5;0;0;X;47;X;0;0;19;8;9;X;0;X;96;29;0;0;6;10;4;3;0;X;19;24;0;0;222;83;42;19;18;5;0;4;162;55;0;0;96;51;126;32;21;13;8;4;0;X;67;33;0;0;21;6;10;X;0;3;95;22;0;0;0;0;3;0;6;0;6;X;13;X;14;X;11;3;8;3;9;9;6;3;X;6;7;9;6;5;14;8;11;4;0;X;65;30;0;0;X;0;30;13;10;17;8;0;31;7;10;6;90;43;41;30;49;13;41;49;18;40;32;23;X;X;X;6;0;0;X;6;0;0;2302800
230280010000002;6;6;9;8;5;7;6;3;7;3;4;5;4;X;0;0;5;0;0;X;0;5;0;0;X;0;8;0;0;0;0;8;0;X;0;0;4;0;X;0;0;6;0;X;X;0;4;0;X;0;0;X;0;X;0;0;6;0;0;0;0;3;0;X;X;0;X;0;X;0;0;3;0;0;X;0;3;0;4;4;5;4;3;4;5;3;3;X;X;X;3;X;X;4;4;X;3;X;0;4;X;X;3;X;5;6;8;8;4;6;5;X;4;3;0;4;X;0;0;0;5;0;0;X;0;5;0;0;X;0;7;0;0;0;0;8;0;0;0;0;4;0;0;0;0;6;0;0;X;0;4;0;0;0;0;X;0;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;X;0;0;X;0;0;X;0;X;0;3;4;4;4;X;3;4;X;X;X;0;X;X;X;X;4;4;X;3;X;0;3;X;0;3;X;19;X;28;8;9;7;11;X;15;7;3;5;8;0;13;X;6;X;0;X;X;0;0;0;17;X;0;0;0;5;X;0;0;0;27;3;0;0;X;X;X;X;0;0;6;5;0;0;56;17;X;7;4;X;0;0;50;9;0;0;29;14;27;3;X;6;3;X;0;0;25;7;0;0;X;X;X;0;0;0;25;X;0;0;0;0;X;0;X;0;4;0;X;X;X;X;3;X;X;X;X;X;X;0;0;X;X;X;X;X;X;5;X;0;0;0;18;6;0;0;X;0;9;6;3;4;X;0;4;0;X;X;20;11;14;10;6;X;14;6;4;17;10;3;0;0;0;X;0;0;X;0;0;0;2302800
230280010000003;19;17;19;22;21;14;15;13;12;12;7;13;5;X;0;0;17;0;X;0;0;15;0;4;0;0;15;0;X;X;0;19;0;X;0;0;19;0;3;X;0;9;0;X;0;0;13;0;4;X;0;7;0;3;0;0;9;0;X;0;0;11;0;X;0;0;5;0;4;0;0;9;0;0;0;0;5;0;11;13;6;10;13;7;8;8;8;4;5;7;X;8;4;13;12;8;7;7;5;4;8;X;6;3;17;14;16;18;16;11;4;3;7;3;X;5;3;X;0;0;15;0;X;0;0;12;0;3;0;0;13;0;X;0;0;16;0;X;0;0;15;0;X;X;0;7;0;X;0;0;X;0;X;0;0;X;0;X;0;0;5;0;0;0;0;3;0;X;0;0;X;0;3;0;0;X;0;0;0;0;3;0;9;10;3;8;9;5;X;X;3;0;X;3;X;8;4;13;10;7;6;X;X;4;3;X;X;X;47;8;59;38;13;24;22;8;29;25;5;13;25;0;30;13;8;11;7;X;0;0;0;0;40;7;0;0;10;6;X;3;0;0;47;29;0;0;4;3;0;0;0;0;9;21;0;0;119;70;21;10;X;3;0;0;96;57;0;0;56;46;63;24;12;7;0;3;0;0;44;36;0;0;9;3;X;0;0;0;52;21;0;0;X;0;3;0;8;X;7;X;8;X;5;X;X;4;X;7;4;3;X;6;X;3;X;7;X;X;10;5;X;X;0;0;37;28;0;0;X;X;17;13;3;12;11;0;11;4;4;5;48;35;22;26;26;9;22;26;12;22;16;10;0;X;3;0;X;0;X;X;0;X;2302800
230280010000004;69;64;42;42;42;31;41;33;36;30;16;31;18;13;0;0;56;0;15;0;0;49;0;X;0;0;40;0;7;0;0;35;0;3;3;0;36;0;3;0;0;28;0;5;0;0;36;0;7;0;0;26;0;4;X;0;31;0;X;X;0;28;0;X;0;0;14;0;3;X;0;26;0;6;0;0;12;0;39;36;23;20;18;15;18;20;21;22;6;16;9;30;28;19;22;24;16;23;13;15;8;10;15;9;63;60;36;35;26;18;17;12;14;6;5;6;3;11;0;0;52;0;15;0;0;45;0;X;0;0;34;0;5;0;0;30;0;X;0;0;24;0;X;0;0;17;0;X;0;0;16;0;4;0;0;8;0;3;0;0;11;0;0;0;0;6;0;X;0;0;4;0;X;0;0;5;0;X;0;0;X;0;34;32;20;16;11;7;6;7;7;5;X;X;X;29;28;16;19;15;11;11;5;7;X;3;4;X;159;16;122;103;20;75;86;12;54;58;11;42;73;4;68;45;9;33;28;X;0;0;0;0;131;14;0;0;16;13;0;4;0;0;106;86;0;0;4;8;0;3;0;0;16;64;0;0;301;194;48;23;0;7;0;0;253;164;0;0;151;112;150;82;28;17;0;4;0;0;123;91;0;0;20;6;0;3;0;0;130;73;0;0;3;0;13;X;13;X;21;4;14;4;8;6;7;14;9;15;7;11;5;17;X;8;3;17;X;10;18;16;0;6;0;0;89;87;0;0;15;X;39;45;10;36;14;X;27;9;X;16;107;109;64;83;43;26;64;43;19;67;50;33;0;0;8;3;0;0;3;X;5;X;2302800
230280010000006;22;8;12;10;9;13;11;8;14;10;10;15;6;7;0;0;15;0;4;0;0;4;0;X;0;0;10;0;X;0;0;9;0;3;0;0;6;0;X;0;0;11;0;0;0;0;11;0;X;0;0;7;0;X;0;X;12;0;3;X;0;6;0;X;0;X;8;0;3;X;0;11;0;X;X;0;3;0;16;6;8;3;3;6;5;3;9;6;3;6;X;6;X;4;7;6;7;6;5;5;4;7;9;4;19;8;12;8;8;10;6;6;4;6;7;9;X;5;0;0;14;0;4;0;0;4;0;X;0;0;10;0;X;0;0;7;0;3;0;0;5;0;X;0;0;9;0;0;0;0;6;0;X;0;0;5;0;0;0;0;4;0;X;X;0;4;0;X;0;0;6;0;X;X;0;6;0;X;0;0;X;0;13;6;8;3;X;4;X;X;X;X;3;X;X;6;X;4;5;6;6;4;4;3;4;4;7;X;39;3;42;23;24;17;27;3;14;15;8;9;12;0;28;8;16;8;11;X;0;0;0;0;28;X;0;0;6;X;0;0;0;X;36;20;0;0;5;4;X;X;0;X;17;11;0;0;105;43;22;8;X;X;0;X;81;32;0;0;49;27;56;16;10;5;0;X;0;0;39;21;0;0;12;3;X;0;0;X;42;11;0;0;X;X;X;0;3;0;4;X;4;0;7;X;X;4;4;X;3;10;5;4;3;3;7;3;X;X;8;5;X;0;0;X;35;24;0;0;3;X;10;12;4;6;X;0;14;7;12;5;45;31;17;19;28;12;17;28;9;16;19;11;0;0;X;0;0;0;X;0;0;X;2302800
230280010000008;X;X;0;4;X;0;X;0;X;3;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;X;0;0;X;0;0;0;X;X;0;3;0;0;0;0;X;X;0;0;0;X;0;0;4;0;0;0;0;X;3;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;X;0;0;0;X;0;0;3;0;0;0;0;X;X;0;0;0;X;X;5;X;3;0;0;0;X;X;X;0;X;X;4;0;X;0;X;X;0;0;0;0;0;0;0;0;X;0;0;0;0;0;3;X;0;0;X;0;0;0;0;0;X;0;0;0;9;3;5;X;0;0;0;0;4;X;0;0;3;X;6;X;X;0;0;0;0;0;X;X;0;0;4;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;X;0;0;0;0;0;X;X;0;0;0;0;X;X;X;0;0;0;X;0;0;0;4;X;3;X;X;0;3;X;0;3;0;X;0;0;0;X;0;0;0;0;0;0;2302800
230280010000009;4;4;8;5;X;X;4;X;7;9;4;X;4;X;0;0;3;0;0;0;0;4;0;X;0;0;6;0;X;0;0;4;0;0;0;0;X;0;X;0;0;0;0;X;0;0;3;0;0;0;0;X;0;X;X;0;5;0;0;X;0;8;0;X;0;0;3;0;X;0;0;X;0;0;0;0;4;0;3;X;3;4;X;0;X;X;3;4;3;X;X;X;X;5;X;X;X;X;X;4;5;X;X;3;4;4;8;4;X;X;X;X;3;5;3;0;3;X;0;0;3;0;0;0;0;4;0;X;0;0;6;0;X;0;0;3;0;0;0;0;X;0;X;0;0;0;0;X;0;0;X;0;0;0;0;X;0;0;X;0;X;0;0;X;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;3;X;3;3;X;0;0;X;X;X;X;0;X;X;X;5;X;X;X;X;X;X;3;X;0;X;16;0;14;7;11;8;8;0;7;4;5;4;8;0;7;3;6;4;3;0;0;0;0;0;13;0;0;0;3;X;X;0;0;0;10;6;0;0;0;X;X;0;0;0;10;6;0;0;41;15;6;3;X;0;0;0;33;12;0;0;20;8;21;7;X;X;X;0;0;0;16;7;0;0;4;X;0;0;0;0;17;5;0;0;0;0;0;0;X;0;X;X;X;0;0;0;X;X;0;0;X;X;X;3;X;X;0;X;X;0;X;X;0;0;0;0;9;9;0;0;0;0;X;4;X;4;X;0;4;X;X;X;10;11;3;8;7;3;3;7;8;6;4;5;X;X;X;0;0;0;X;X;0;0;2302800
230280010000010;8;7;3;X;X;4;3;6;7;X;3;X;0;X;0;0;6;0;0;0;0;7;0;0;0;0;3;0;0;0;0;X;0;0;0;0;X;0;0;0;0;4;0;0;0;0;3;0;0;X;0;5;0;X;0;0;6;0;0;0;0;X;0;0;0;0;3;0;0;0;0;X;0;0;0;0;0;0;4;6;X;0;0;X;3;X;4;X;X;X;0;4;X;X;X;X;3;0;5;3;X;X;X;0;8;7;3;X;X;X;X;5;3;X;X;X;0;X;0;0;6;0;0;0;0;7;0;0;0;0;3;0;0;0;0;X;0;0;0;0;X;0;0;0;0;X;0;0;0;0;X;0;0;0;0;5;0;X;0;0;X;0;0;0;0;X;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;4;6;X;0;0;0;X;X;0;X;X;0;0;4;X;X;X;X;X;0;4;3;0;X;X;0;18;0;15;8;4;3;12;0;3;6;X;X;6;0;12;X;X;X;X;0;0;0;0;0;16;0;0;0;X;0;0;X;0;0;14;7;0;0;0;0;0;0;0;0;4;3;0;0;37;11;3;0;0;X;0;0;34;10;0;0;17;8;20;3;X;0;0;0;0;0;16;8;0;0;X;0;0;X;0;0;18;X;0;0;0;0;0;0;X;0;0;0;X;0;X;X;X;0;X;X;X;X;X;0;X;X;X;X;0;0;X;0;0;X;0;0;11;4;0;0;X;0;X;X;X;X;0;0;7;X;X;0;12;5;4;3;8;X;4;8;X;5;8;6;0;0;X;X;0;0;X;0;0;0;2302800
230280010000011;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;2302800
230280011000001;X;0;0;X;0;X;X;X;6;3;X;3;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;X;0;0;0;0;X;X;0;3;0;0;0;0;3;0;0;0;0;X;0;X;0;0;X;0;X;0;0;0;0;0;0;0;X;0;X;0;0;4;X;X;0;X;X;0;0;0;0;X;X;X;X;X;0;3;0;X;0;0;X;0;X;X;X;5;3;X;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;X;0;0;0;0;X;X;0;X;0;0;0;0;3;0;0;0;0;X;0;X;0;0;X;0;X;0;0;0;0;0;0;0;X;0;X;0;0;3;X;X;0;X;X;0;0;0;0;X;X;X;X;X;0;X;0;X;0;10;X;7;X;0;0;5;X;4;0;X;0;5;0;3;X;X;0;0;0;0;0;0;0;0;0;4;0;X;0;0;0;5;X;0;0;X;0;0;0;0;0;5;X;0;0;18;X;7;0;X;0;0;0;10;X;0;0;9;X;9;X;3;0;X;0;0;0;5;X;0;0;4;0;0;0;0;0;5;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;X;0;3;X;X;0;X;0;X;0;X;0;4;0;X;0;0;0;5;X;0;0;0;0;X;X;3;0;0;0;5;0;X;0;10;X;4;X;6;0;4;6;3;X;X;X;0;0;0;0;X;0;0;0;0;0;2302800
230280011000002;18;14;28;20;30;17;20;23;25;17;13;25;17;X;0;0;17;0;X;0;0;13;0;X;0;0;26;0;5;0;0;15;0;4;0;0;26;0;3;0;0;14;0;X;0;0;18;0;4;0;0;19;0;X;0;0;23;0;X;0;0;15;0;4;0;0;9;0;7;0;0;18;0;6;0;0;11;0;7;8;15;13;15;10;9;15;14;7;9;12;4;11;6;13;7;15;7;11;8;11;10;4;13;13;18;14;27;20;29;15;18;16;20;12;10;12;9;X;0;0;17;0;X;0;0;13;0;X;0;0;25;0;5;0;0;15;0;3;0;0;26;0;3;0;0;12;0;X;0;0;16;0;X;0;0;14;0;X;0;0;19;0;X;0;0;10;0;3;0;0;7;0;5;0;0;7;0;3;0;0;6;0;7;8;14;13;15;8;7;10;11;4;6;5;X;11;6;13;7;14;7;11;6;9;8;4;7;8;59;X;118;17;43;29;29;X;64;12;16;16;30;0;54;5;27;13;4;0;0;0;0;0;55;X;0;0;16;4;0;0;0;0;102;13;0;0;13;6;0;0;0;0;30;23;0;0;220;47;33;10;0;0;0;0;187;37;0;0;109;29;111;18;11;5;0;0;0;0;98;24;0;0;22;5;0;0;0;0;89;13;0;0;X;0;X;0;5;0;9;0;13;0;9;X;10;X;7;X;9;3;8;X;8;X;7;8;5;4;19;5;0;0;0;0;74;17;0;0;3;0;35;7;12;10;5;0;22;X;16;4;93;22;50;17;43;5;50;43;20;37;28;17;0;X;0;5;5;X;X;5;4;0;2302800
230280011000004;39;30;32;30;24;26;25;30;29;15;22;22;8;15;5;X;18;0;5;X;0;23;0;9;X;0;21;0;6;3;0;20;X;4;X;0;18;0;7;X;0;18;0;4;X;X;18;X;8;3;0;19;0;3;X;0;25;0;X;X;0;12;0;5;X;0;16;0;X;6;0;13;X;X;X;0;6;0;26;17;18;15;9;16;16;11;22;7;14;9;5;13;13;14;15;15;10;9;19;7;8;8;13;3;38;30;30;29;18;18;13;20;19;5;11;9;X;15;5;X;17;0;5;X;0;23;0;8;X;0;20;0;6;3;0;19;X;3;X;0;14;0;3;0;0;15;0;3;X;X;8;0;4;X;0;14;0;3;0;0;16;0;X;X;0;3;0;3;0;0;8;0;0;3;0;5;X;0;X;0;0;0;25;17;18;14;6;12;5;5;13;X;5;5;0;13;13;12;15;12;6;8;15;6;3;6;4;X;98;3;117;47;26;41;60;X;55;34;12;23;38;X;62;13;14;18;28;X;9;0;X;0;60;X;0;0;22;10;7;4;X;0;86;32;X;X;4;6;5;4;0;0;16;31;X;0;241;91;54;17;21;8;X;0;162;65;X;X;127;58;114;33;27;9;14;6;X;0;83;42;X;X;27;8;7;X;X;0;79;23;0;0;X;0;3;0;9;X;17;0;6;X;8;X;6;9;5;6;13;7;3;4;7;10;6;6;X;5;14;10;7;5;X;0;61;36;X;X;8;0;37;24;12;21;5;X;18;X;5;4;85;52;57;45;28;7;57;28;13;55;40;22;0;0;10;X;X;0;6;8;0;0;2302800
230280011000005;X;X;0;X;0;X;X;0;0;0;X;3;X;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;X;0;0;X;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;3;0;0;0;0;X;0;0;X;0;X;0;0;X;0;0;0;X;X;X;X;0;0;0;0;X;X;0;0;0;X;X;0;X;X;0;0;0;X;X;0;0;0;0;X;X;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;X;0;0;0;0;X;0;0;0;0;X;X;X;0;0;0;0;X;0;0;0;0;0;X;0;X;0;3;3;3;4;X;0;X;X;X;X;X;0;X;X;X;X;X;0;0;0;0;0;X;0;0;0;X;X;0;X;0;0;X;X;0;0;0;X;0;0;0;0;3;X;0;0;8;7;X;3;0;X;0;0;6;3;0;0;4;4;4;3;X;X;0;0;0;0;3;X;0;0;X;X;0;X;0;0;3;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;X;0;0;0;0;0;0;0;X;X;X;X;0;0;X;0;X;0;0;3;X;0;0;0;0;0;X;X;X;0;0;0;X;X;X;3;4;X;X;X;X;X;X;0;X;X;X;0;0;X;0;0;0;0;0;0;0;2302800
230280011000006;28;21;27;17;33;21;21;25;23;13;13;25;9;9;X;0;18;0;5;3;X;12;0;7;4;0;16;0;X;X;0;13;X;5;X;X;24;0;5;5;0;11;0;6;3;X;11;0;6;X;0;17;0;6;X;X;12;X;4;3;X;5;0;X;X;X;6;X;9;X;0;14;0;X;0;0;7;0;14;9;15;9;16;10;13;14;13;5;8;18;6;14;12;12;8;17;11;8;11;10;8;5;7;3;26;21;25;15;27;17;8;17;8;6;4;9;6;9;X;0;16;0;5;3;X;12;0;6;4;0;15;0;X;X;0;11;X;5;0;X;20;0;4;5;0;8;0;X;3;0;4;0;6;X;0;9;0;3;X;0;4;0;X;X;X;X;0;X;0;0;X;X;6;0;0;3;0;X;0;0;5;0;12;9;14;7;11;7;4;7;X;4;X;7;4;14;12;11;8;16;10;4;10;6;X;3;X;X;72;4;92;48;25;35;35;3;38;37;16;21;37;X;54;11;9;14;20;X;8;0;X;0;43;3;0;0;20;9;13;3;X;3;56;32;X;X;10;7;X;5;X;X;11;21;X;0;189;87;50;17;23;8;4;5;110;56;X;X;89;61;100;26;26;9;11;6;X;3;49;43;X;0;24;8;12;X;3;X;61;13;0;X;0;0;3;0;11;0;7;X;6;4;7;X;3;10;10;5;3;7;4;3;3;5;8;9;4;3;17;8;12;4;X;X;37;35;X;0;7;0;17;25;14;16;7;0;19;4;5;4;69;49;38;41;31;8;38;31;11;44;35;21;X;0;X;0;0;0;X;4;0;0;2302800
