CD_SETOR;V00644;V00645;V00646;V00647;V00648;V00649;V00650;V00651;V00652;V00653;V00654;V00655;V00656;V00657;V00658;V00659;V00660;V00661;V00662;V00663;V00664;V00665;V00666;V00667;V00668;V00669;V00670;V00671;V00672;V00673;V00674;V00675;V00676;V00677;V00678;V00679;V00680;V00681;V00682;V00683;V00684;V00685;V00686;V00687;V00688;V00689;V00690;V00691;V00692;V00693;V00694;V00695;V00696;V00697;V00698;V00699;V00700;V00701;V00702;V00703;V00704;V00705;V00706;V00707;V00708;V00709;V00710;V00711;V00712;V00713;V00714;V00715;V00716;V00717;V00718;V00719;V00720;V00721;V00722;V00723;V00724;V00725;V00726;V00727;V00728;V00729;V00730;V00731;V00732;V00733;V00734;V00735;V00736;V00737;V00738;V00739;V00740;V00741;V00742;V00743;V00744;V00745;V00746;V00747;V00748;V00749;V00750;V00751;V00752;V00753;V00754;V00755;V00756;V00757;V00758;V00759;V00760;V00761;V00762;V00763;V00764;V00765;V00766;V00767;V00768;V00769;V00770;V00771;V00772;V00773;V00774;V00775;V00776;V00777;V00778;V00779;V00780;V00781;V00782;V00783;V00784;V00785;V00786;V00787;V00788;V00789;V00790;V00791;V00792;V00793;V00794;V00795;V00796;V00797;V00798;V00799;V00800;V00801;V00802;V00803;V00804;V00805;V00806;V00807;V00808;V00809;V00810;V00811;V00812;V00813;V00814;V00815;V00816;V00817;V00818;V00819;V00820;V00821;V00822;V00823;V00824;V00825;V00826;V00827;V00828;V00829;V00830;V00831;V00832;V00833;V00834;V00835;V00836;V00837;V00838;V00839;V00840;V00841;V00842;V00843;V00844;V00845;V00846;V00847;V00848;V00849;V00850;V00851;V00852;V00853;V00854;V00855;V00856;V00857;V00858;V00859;V00860;V00861;V00862;V00863;V00864;V00865;V00866;V00867;V00868;V00869;V00870;V00871;V00872;V00873;V00874;V00875;V00876;V00877;V00878;V00879;V00880;V00881;V00882;V00883;V00884;V00885;V00886;V00887;V00888;V00889;V00890;V00891;V00892;V00893;V00894;V00895;V00896;V00897;V00898;V00899;V00900;V00901;V00902;V00903;V00904;V00905;V00906;V00907;V00908;V00909;V00910;V00911;V00912;V00913;V00914;V00915;V00916;V00917;V00918;V00919;V00920;V00921;V00922;V00923;V00924;V00925;V00926;V00927;V00928;V00929;V00930;V00931;V00932;V00933;V00934;V00935;V00936;V00937;V00938;V00939;V00940;V00941;V00942;V00943;V00944;V00945;V00946;V00947;V00948;V00949;V00950;V00951;V00952;V00953;V00954;V00955;V00956;V00957;V00958;V00959;V00960;V00961;V00962;V00963;V00964;V00965;V00966;V00967;V00968;V00969;V00970;V00971;V00972;V00973;V00974;V00975;V00976;V00977;V00978;V00979;V00980;V00981;V00982;V00983;V00984;V00985;V00986;V00987;V00988;V00989;V00990;V00991;V00992;V00993;V00994;V00995;V00996;V00997;V00998;V00999;V01000;V01001;V01002;V01003;V01004;V01005;CD_MUN
230280005000074;26;27;31;26;29;15;12;20;25;13;11;14;7;10;0;0;16;0;13;X;0;13;0;9;0;0;22;0;8;X;0;17;0;8;0;0;21;0;5;0;0;10;0;3;0;0;9;0;X;3;0;15;0;9;0;0;16;0;X;0;0;12;0;4;0;0;7;0;4;0;0;10;0;3;X;0;3;0;11;12;17;11;13;8;5;10;5;4;3;7;3;15;15;14;15;16;7;7;10;20;9;8;7;4;26;25;30;25;27;14;11;10;16;7;10;7;4;10;0;0;16;0;11;X;0;13;0;8;0;0;22;0;8;X;0;16;0;7;0;0;20;0;5;0;0;9;0;3;0;0;8;0;X;0;0;8;0;6;0;0;10;0;X;0;0;6;0;4;0;0;6;0;X;0;0;6;0;X;0;0;X;0;11;10;17;10;11;8;5;4;3;X;3;X;0;15;15;13;15;16;6;6;6;13;6;7;5;4;81;3;103;24;28;17;38;X;41;11;6;11;43;X;62;13;22;6;29;3;X;0;0;0;51;0;0;0;31;4;X;3;0;0;71;17;0;0;8;4;0;X;0;0;20;12;0;0;212;44;68;11;X;4;0;0;142;29;0;0;85;24;127;20;36;5;0;3;0;0;49;16;0;0;32;6;X;X;0;0;93;13;0;0;3;0;4;X;11;X;7;0;15;X;6;0;6;0;8;4;7;6;5;6;6;X;6;5;3;X;28;7;0;X;0;0;59;18;0;0;9;X;23;5;5;9;9;X;26;6;15;5;87;27;37;15;50;12;37;50;9;38;25;28;0;3;5;4;3;X;6;X;0;X;2302800
230280005000075;27;35;33;30;47;32;26;15;27;24;26;23;14;8;X;0;18;0;11;X;0;22;0;7;X;0;25;0;7;0;0;23;0;16;X;0;29;0;8;X;0;23;0;5;X;0;19;0;3;0;0;12;0;7;X;0;19;0;6;X;0;17;0;9;0;0;17;0;6;X;0;16;0;4;0;0;10;0;13;14;18;15;22;12;14;9;13;10;12;8;4;14;21;15;15;25;20;12;6;14;14;14;15;10;27;35;33;30;41;26;20;12;20;15;13;12;5;8;X;0;18;0;11;X;0;22;0;7;X;0;25;0;7;0;0;23;0;16;X;0;23;0;8;X;0;17;0;4;X;0;15;0;X;0;0;11;0;5;X;0;14;0;5;X;0;9;0;4;0;0;9;0;3;X;0;8;0;X;0;0;3;0;13;14;18;15;19;9;10;6;8;5;4;4;0;14;21;15;15;22;17;10;6;12;10;9;8;5;95;0;149;28;45;42;45;0;67;18;13;21;50;0;82;10;32;21;26;0;4;0;0;0;65;0;0;0;41;5;5;X;0;0;103;22;0;0;14;11;X;0;0;0;29;31;0;0;289;70;81;16;11;X;0;0;197;53;0;0;125;39;164;31;40;9;6;0;0;0;79;30;0;0;41;7;5;X;0;0;118;23;0;0;X;0;3;0;7;0;9;0;26;3;17;3;11;3;8;X;13;X;9;5;10;6;9;8;X;6;34;7;6;X;0;0;86;29;0;0;4;0;35;5;5;9;8;0;49;7;25;16;126;37;44;14;82;23;44;82;23;27;39;40;X;X;4;5;6;X;7;6;0;0;2302800
230280005000076;31;37;37;31;38;29;17;21;21;27;15;24;28;11;X;0;19;0;9;X;0;26;0;10;X;0;26;0;10;3;0;18;0;10;X;0;26;0;11;X;0;17;0;4;X;0;12;0;5;X;0;14;0;8;X;0;11;0;9;X;0;16;0;4;5;X;5;0;3;3;0;18;0;16;X;0;11;0;11;15;20;11;19;14;8;9;7;13;6;10;11;20;22;17;20;19;15;9;12;14;14;9;14;17;31;37;37;30;37;27;14;17;15;18;11;10;10;11;X;0;19;0;9;X;0;26;0;10;X;0;26;0;10;3;0;17;0;10;X;0;25;0;10;0;0;17;0;3;X;0;10;0;4;X;0;12;0;7;0;0;8;0;6;X;0;11;0;X;4;0;5;0;X;0;0;9;0;7;0;0;3;0;11;15;20;10;19;14;6;6;4;7;4;4;3;20;22;17;20;18;13;8;11;11;11;7;6;7;105;0;140;17;49;45;46;0;59;9;18;22;59;0;81;8;31;23;30;0;4;0;0;0;71;0;0;0;44;4;7;4;0;0;89;9;0;0;16;16;5;6;0;X;28;22;0;0;294;62;90;20;16;10;0;X;188;31;0;0;123;31;171;31;35;12;6;5;0;0;82;14;0;0;55;8;10;5;0;X;106;17;0;0;X;0;13;0;7;0;13;0;19;X;13;0;9;0;12;X;7;5;11;4;10;3;7;11;6;8;33;8;11;7;0;X;84;18;0;0;11;0;36;4;15;14;10;0;37;4;19;12;128;34;62;18;66;16;62;66;17;53;32;34;0;X;6;3;X;3;4;7;0;0;2302800
230280005000077;50;56;48;49;65;38;53;27;26;23;24;30;16;17;0;X;30;X;11;5;X;37;X;8;4;X;35;0;14;X;0;34;0;20;5;0;40;0;11;5;0;22;0;16;8;0;27;X;7;3;0;15;X;7;4;0;15;0;8;0;0;15;0;7;3;0;14;0;8;6;0;16;0;4;0;0;12;0;29;34;23;18;28;16;28;17;17;10;8;14;4;21;22;25;31;37;22;25;10;9;13;16;16;12;50;56;47;47;62;30;46;22;15;16;13;19;4;17;0;X;30;X;11;5;X;37;X;8;4;X;34;0;14;X;0;32;0;19;5;0;38;0;9;4;0;17;0;13;7;0;24;X;6;3;0;12;X;5;X;0;8;0;5;0;0;11;0;5;X;0;6;0;4;4;0;11;0;0;0;0;4;0;29;34;22;16;27;11;22;14;8;5;4;8;X;21;22;25;31;35;19;24;8;7;11;9;11;3;153;X;222;36;52;41;85;X;98;26;18;18;68;0;124;10;34;23;36;0;9;0;4;0;101;X;3;0;66;9;22;4;0;0;131;22;3;X;14;13;6;3;0;0;32;25;0;0;427;78;116;22;37;7;4;0;264;48;6;X;201;45;226;33;55;10;21;6;X;0;120;28;3;X;61;12;16;X;X;0;144;20;3;0;X;0;10;0;14;0;23;0;27;X;15;X;27;5;14;X;10;5;10;5;8;7;13;6;X;9;43;12;18;3;X;0;107;27;3;0;12;0;62;13;10;11;13;0;54;X;22;16;173;42;84;24;89;18;84;89;31;60;72;45;X;4;5;6;X;4;6;15;X;3;2302800
230280005000079;50;47;38;35;35;33;33;32;28;28;16;23;16;19;X;0;29;0;15;X;0;30;0;9;0;0;29;0;13;0;0;22;0;7;X;0;26;0;7;3;0;23;0;12;X;0;19;0;14;X;0;17;0;8;3;0;17;0;7;X;0;20;0;7;X;0;8;0;6;0;0;17;0;6;X;0;9;0;25;25;18;17;16;13;18;5;14;14;8;9;8;25;22;20;18;19;20;15;27;14;14;8;14;8;49;47;37;34;33;30;31;30;22;23;11;17;8;18;X;0;29;0;15;X;0;30;0;9;0;0;28;0;12;0;0;22;0;7;X;0;24;0;7;3;0;20;0;12;X;0;17;0;14;X;0;15;0;8;X;0;12;0;7;0;0;16;0;5;0;0;6;0;5;0;0;12;0;5;X;0;X;0;24;25;17;17;16;11;17;4;11;12;6;6;4;25;22;20;17;17;19;14;26;11;11;5;11;4;133;X;180;16;59;24;66;X;76;7;28;11;67;0;104;9;31;13;42;X;4;0;0;0;87;X;0;0;60;X;10;X;0;0;110;14;0;0;22;4;X;X;0;0;36;18;0;0;372;42;124;6;15;3;0;0;233;33;0;0;170;20;202;22;53;X;9;3;0;0;108;15;0;0;71;4;6;0;0;0;125;18;0;0;7;0;11;0;11;X;13;X;16;X;18;0;18;X;18;X;10;5;13;X;5;X;10;5;4;4;51;3;6;0;0;0;97;22;0;0;11;X;35;3;15;5;18;0;58;8;17;8;154;25;61;9;93;16;61;93;46;42;45;41;3;8;3;X;4;4;4;7;3;5;2302800
230280005000081;8;21;9;12;14;21;5;16;6;8;9;17;6;3;0;0;5;0;7;X;0;13;0;X;X;0;7;0;5;0;0;7;0;7;0;0;7;0;6;X;0;14;0;X;0;0;3;0;3;0;0;13;0;5;0;0;X;0;4;0;0;4;0;X;0;0;7;0;6;0;0;11;0;X;0;0;4;0;3;10;5;4;9;11;X;6;X;3;3;4;X;5;11;4;8;5;10;3;10;4;5;6;13;5;8;21;9;12;13;18;5;15;5;6;7;16;6;3;0;0;5;0;7;X;0;13;0;X;X;0;7;0;5;0;0;7;0;7;0;0;6;0;6;X;0;11;0;X;0;0;3;0;3;0;0;12;0;4;0;0;X;0;X;0;0;4;0;X;0;0;5;0;6;0;0;10;0;X;0;0;4;0;3;10;5;4;8;8;X;6;X;X;X;4;X;5;11;4;8;5;10;3;9;3;4;5;12;5;38;0;68;6;35;5;18;0;30;4;9;X;20;0;38;X;26;3;11;0;X;0;0;0;25;0;0;0;27;X;X;0;0;0;40;5;0;0;12;X;0;0;0;0;23;3;0;0;141;11;50;3;3;0;0;0;88;8;0;0;57;6;84;5;23;X;X;0;0;0;32;5;0;0;27;X;X;0;0;0;56;3;0;0;X;0;9;0;3;0;3;0;7;0;11;0;3;0;10;X;4;X;4;X;4;0;9;X;4;0;27;X;X;0;0;0;45;X;0;0;3;0;21;0;6;0;11;0;17;X;15;X;73;4;30;0;43;4;30;43;10;20;15;10;0;X;0;X;X;4;0;X;0;0;2302800
230280005000083;51;50;60;51;48;43;31;34;18;25;14;16;13;10;7;0;34;0;8;7;X;34;0;16;11;0;33;0;10;5;X;35;0;6;4;0;38;0;4;4;0;35;0;4;5;0;22;0;8;5;0;21;0;3;X;0;13;0;3;5;0;17;0;5;X;0;8;0;X;3;0;11;0;4;3;0;6;0;30;28;31;22;19;29;11;16;7;6;6;7;4;21;22;29;29;29;14;20;18;11;19;8;9;9;51;50;59;48;43;33;26;25;11;8;8;3;4;10;7;0;34;0;8;7;X;34;0;15;11;0;33;0;9;5;X;33;0;5;4;0;34;0;3;4;0;26;0;3;3;0;20;0;6;4;0;15;0;X;X;0;7;0;X;X;0;6;0;X;0;0;6;0;0;X;0;X;0;3;0;0;X;0;30;28;30;20;16;21;8;10;4;X;3;X;X;21;22;29;28;27;12;18;15;7;6;5;X;X;160;X;186;39;23;45;88;X;79;25;8;15;72;0;107;14;15;30;33;X;25;0;X;0;101;0;0;0;28;7;22;3;X;0;135;29;0;0;6;8;X;10;0;0;15;27;0;0;369;85;67;16;49;13;X;0;251;56;0;0;175;41;194;44;25;7;27;4;0;0;123;30;0;0;42;9;22;9;X;0;128;26;0;0;4;0;7;0;16;0;23;X;19;X;18;4;15;X;14;5;9;5;5;11;5;5;3;7;X;6;18;8;18;10;X;0;101;30;0;0;11;0;33;9;X;10;16;0;65;10;12;19;139;48;46;19;93;29;46;93;36;41;70;41;4;5;4;3;7;4;8;7;0;0;2302800
230280005000084;38;37;54;42;45;36;33;34;39;16;22;25;22;12;X;0;25;0;9;3;0;25;0;15;4;0;35;0;9;4;0;29;0;13;X;0;30;0;8;4;0;24;0;9;3;0;21;0;12;0;0;22;0;7;3;0;29;0;X;X;0;13;0;3;3;0;16;0;8;3;0;14;0;9;X;0;12;0;20;17;19;20;20;16;17;16;20;10;9;12;11;18;20;35;22;25;20;16;18;19;6;13;13;11;36;36;53;40;39;28;23;20;19;11;13;13;7;12;0;0;24;0;8;3;0;25;0;15;4;0;34;0;8;4;0;28;0;11;X;0;26;0;6;4;0;18;0;7;X;0;15;0;10;0;0;10;0;4;0;0;15;0;X;0;0;9;0;X;X;0;10;0;5;X;0;6;0;3;0;0;4;0;18;17;19;19;16;11;12;8;8;6;6;6;4;18;19;34;21;23;17;11;12;11;5;7;7;3;125;4;169;60;44;41;54;X;74;35;22;20;71;X;95;25;22;21;35;X;7;X;0;0;83;X;0;0;46;12;11;5;0;0;112;43;0;0;11;11;4;4;0;0;29;26;0;0;338;105;92;24;22;10;0;0;224;71;0;0;150;57;188;48;41;13;15;6;0;0;94;38;0;0;51;11;7;4;0;0;130;33;0;0;X;0;7;X;20;X;16;0;21;X;15;3;10;4;10;9;12;12;5;X;9;5;9;10;X;10;35;16;13;6;0;0;89;36;0;0;15;0;40;13;15;14;13;X;44;16;10;13;137;58;70;27;67;31;70;67;25;63;47;40;X;X;3;4;3;4;X;7;0;X;2302800
230280005000085;29;43;41;43;31;31;31;26;25;22;10;24;14;8;X;0;19;0;17;3;X;22;0;14;X;0;25;0;13;0;0;30;0;11;X;0;19;0;12;X;0;18;0;6;X;0;24;0;9;X;0;16;0;7;X;0;17;0;9;X;0;12;0;5;0;0;5;0;9;0;0;15;0;4;X;0;9;0;17;18;21;24;18;11;16;12;12;8;7;10;5;12;25;20;19;13;20;15;14;13;14;3;14;9;28;41;39;39;29;26;23;19;19;17;5;10;4;8;X;0;18;0;17;3;X;20;0;14;X;0;23;0;12;0;0;27;0;9;X;0;19;0;11;X;0;14;0;5;X;0;17;0;7;X;0;11;0;7;X;0;11;0;7;0;0;10;0;X;0;0;3;0;5;0;0;5;0;X;0;0;3;0;16;17;20;23;17;8;12;8;8;6;4;5;0;12;24;19;16;12;18;11;11;11;11;X;5;4;108;5;155;32;36;34;53;3;76;17;15;15;55;X;79;15;21;19;39;0;7;0;X;0;61;5;0;0;51;7;5;0;0;0;99;25;0;0;15;12;0;X;0;0;21;20;0;0;299;71;105;19;12;X;X;0;181;50;0;0;144;35;155;36;61;7;5;X;0;0;78;27;0;0;44;12;7;X;X;0;103;23;0;0;X;0;12;0;18;X;15;X;12;X;17;X;9;6;12;3;13;3;12;X;3;3;7;7;X;4;36;10;5;X;X;0;91;23;0;0;11;0;29;8;13;5;21;X;49;9;10;11;133;34;53;13;80;21;53;80;33;24;37;25;X;11;X;0;6;10;9;4;X;X;2302800
230280005000086;44;45;53;35;35;52;35;24;24;30;10;27;10;14;0;0;30;0;14;4;X;26;0;18;8;0;27;0;14;X;0;19;0;8;X;0;24;X;15;6;0;30;X;4;5;X;25;0;9;3;X;10;0;11;X;0;12;0;12;5;0;13;0;X;3;0;5;0;7;3;X;16;0;3;X;0;6;0;18;22;27;17;18;22;16;9;8;12;3;12;3;26;23;26;18;17;30;19;15;16;18;7;15;7;44;44;52;32;33;49;29;19;19;16;9;16;5;14;0;0;30;0;14;4;X;25;0;18;7;0;27;0;14;X;0;16;0;7;X;0;23;X;14;6;0;28;X;3;4;X;21;0;6;3;X;8;0;8;0;0;11;0;7;X;0;7;0;X;3;0;5;0;5;X;X;9;0;X;0;0;4;0;18;21;26;14;18;20;13;8;5;8;3;5;X;26;23;26;18;15;29;16;11;14;8;6;11;4;140;X;181;24;46;31;65;X;78;12;17;13;75;0;103;12;29;18;46;0;11;X;X;0;82;X;0;0;52;9;17;X;3;0;107;13;X;0;14;10;6;6;X;0;25;15;0;0;367;57;112;19;34;9;5;0;214;29;X;0;160;27;207;30;47;5;18;5;3;0;91;17;X;0;65;14;16;4;X;0;123;12;X;0;0;0;7;0;15;0;16;0;21;X;26;X;19;4;15;X;10;X;10;9;7;0;10;7;X;X;44;7;20;4;4;0;89;15;X;0;15;0;52;5;10;7;7;0;55;4;19;10;158;26;77;12;81;14;77;81;28;56;47;59;0;5;3;X;0;X;4;4;0;0;2302800
230280005000088;27;24;25;18;14;9;17;13;5;7;9;8;X;4;5;0;18;0;4;X;0;19;0;0;4;0;21;0;X;X;0;14;0;X;X;0;11;0;X;X;0;6;0;X;X;0;15;0;0;X;0;12;0;0;X;0;4;0;0;X;0;5;0;X;X;0;7;0;X;X;0;4;0;0;X;0;X;0;12;14;9;10;7;3;6;6;4;3;6;4;X;15;10;16;8;7;6;11;7;X;4;3;4;0;27;23;24;18;11;7;13;6;X;6;X;X;X;4;5;0;18;0;4;X;0;18;0;0;3;0;21;0;X;X;0;14;0;0;X;0;9;0;X;X;0;4;0;X;X;0;11;0;0;0;0;6;0;0;0;0;X;0;0;X;0;5;0;X;0;0;X;0;X;0;0;0;0;0;X;0;0;0;12;13;8;10;4;X;5;3;X;3;X;0;X;15;10;16;8;7;5;8;3;X;3;0;X;0;74;X;57;19;10;16;33;X;25;11;6;9;41;0;32;8;4;7;8;0;9;X;0;0;57;X;0;0;4;X;7;X;0;0;46;16;0;0;X;X;X;4;0;0;6;11;0;0;141;37;14;X;18;7;0;0;109;28;0;0;64;22;77;15;6;X;9;4;0;0;49;16;0;0;8;0;9;3;0;0;60;12;0;0;0;0;X;0;9;0;6;0;5;X;3;X;6;4;4;4;X;3;4;0;X;3;0;3;0;X;X;X;4;3;0;0;37;16;0;0;6;0;14;9;3;7;5;0;12;4;X;0;42;20;23;16;19;4;23;19;9;26;24;27;X;0;3;X;0;X;3;X;X;0;2302800
230280005000090;24;25;23;19;17;25;19;10;17;6;10;8;11;6;X;X;15;0;7;X;X;16;0;6;X;X;14;0;3;X;0;15;0;X;X;X;12;0;8;0;X;16;0;3;0;0;16;0;X;X;X;5;0;4;X;0;12;0;3;0;0;3;0;X;0;0;8;0;X;3;0;3;0;5;3;0;3;0;11;12;12;6;10;11;11;7;8;X;6;X;5;13;13;11;13;7;14;8;3;9;5;4;6;6;24;24;21;19;14;23;17;6;15;4;5;X;X;6;X;X;15;0;6;X;X;16;0;5;X;X;13;0;3;X;0;15;0;X;X;X;10;0;8;0;X;14;0;3;0;0;14;0;X;0;X;3;0;3;0;0;12;0;X;0;0;3;0;X;0;0;4;0;0;0;0;X;0;0;X;0;X;0;11;11;12;6;9;10;9;4;6;X;X;0;X;13;13;9;13;5;13;8;X;9;3;3;X;0;69;3;94;13;12;23;34;X;44;9;5;9;35;X;50;4;7;14;17;X;3;0;5;0;44;X;0;0;20;X;3;3;3;0;68;8;0;0;X;10;X;5;0;0;9;8;0;0;175;39;39;14;7;8;8;0;121;17;0;0;83;19;92;20;17;5;5;4;3;0;58;10;0;0;22;9;X;4;5;0;63;7;0;0;0;0;X;0;7;0;10;0;7;X;11;X;7;X;5;3;7;0;3;0;5;4;X;6;X;5;11;4;X;6;X;0;52;12;0;0;3;0;24;4;4;7;6;0;23;3;7;8;67;22;31;11;36;11;31;36;18;22;29;23;0;X;X;X;X;X;X;6;0;0;2302800
230280005000091;65;68;68;84;63;48;32;40;27;24;13;18;9;22;X;0;41;0;20;X;0;47;0;14;X;0;53;0;18;X;0;65;0;16;0;0;47;0;6;4;0;38;0;12;X;0;18;0;8;3;0;29;0;6;X;0;20;0;6;0;0;18;0;X;0;0;11;0;6;0;0;12;0;5;0;0;4;0;28;32;37;37;26;25;16;20;11;8;5;10;4;37;36;31;47;37;23;16;20;16;16;8;8;5;65;67;65;79;61;43;29;30;21;17;5;8;4;22;X;0;41;0;19;X;0;47;0;13;X;0;51;0;18;0;0;61;0;15;0;0;46;0;6;3;0;34;0;12;X;0;15;0;7;X;0;22;0;4;0;0;17;0;4;0;0;13;0;0;0;0;5;0;4;0;0;4;0;X;0;0;X;0;28;31;36;33;25;23;14;15;8;5;X;5;X;37;36;29;46;36;20;15;15;13;12;4;3;X;197;4;263;31;34;30;95;X;118;17;13;14;102;X;145;14;21;16;54;X;4;0;0;0;139;X;0;0;62;4;6;5;0;0;195;22;0;0;10;9;0;0;0;0;24;21;0;0;494;65;126;15;10;5;0;0;358;45;0;0;226;33;268;32;53;7;7;4;0;0;166;22;0;0;73;8;3;X;0;0;192;23;0;0;4;0;15;0;30;0;44;0;30;X;23;4;15;X;20;4;15;4;10;5;4;3;4;4;X;3;41;5;3;X;0;0;172;23;0;0;16;0;48;4;6;7;33;0;99;11;14;8;216;30;70;11;146;19;70;146;83;49;58;52;X;6;4;X;3;4;6;9;0;0;2302800
230280005000092;59;61;59;53;48;38;23;33;26;24;18;25;6;9;X;0;49;0;11;X;0;48;0;7;6;0;46;0;6;X;0;45;0;8;X;0;38;0;5;0;0;33;0;6;0;0;17;0;6;3;0;24;0;7;3;0;16;0;5;4;X;14;0;X;0;0;16;0;8;3;0;14;0;X;X;0;3;0;28;30;25;25;22;21;12;12;11;11;10;12;3;31;31;34;28;26;17;11;21;15;13;8;13;3;59;60;57;50;44;28;15;19;17;13;8;10;X;9;X;0;49;0;11;X;0;47;0;7;6;0;44;0;6;X;0;42;0;7;X;0;35;0;4;0;0;24;0;5;0;0;10;0;3;X;0;14;0;5;X;0;11;0;3;X;X;8;0;X;0;0;7;0;X;3;0;5;0;0;0;0;X;0;28;30;23;22;21;15;8;7;6;6;3;4;X;31;30;34;28;23;13;7;12;11;7;5;6;0;176;3;173;48;33;40;81;X;79;24;15;21;95;X;94;24;18;19;27;0;9;0;0;0;140;3;0;0;30;8;7;3;0;0;136;37;0;0;6;11;4;4;X;0;22;25;0;0;382;91;63;19;20;7;X;0;298;65;0;0;175;47;207;44;32;7;8;4;0;0;135;36;0;0;31;12;12;3;X;0;163;29;0;0;3;0;13;0;23;X;30;0;21;3;18;4;8;4;11;8;12;6;8;6;5;6;8;9;X;X;20;9;11;5;X;0;129;35;0;0;14;X;31;7;9;11;25;0;69;18;13;12;161;49;54;19;107;30;54;107;54;36;55;50;0;4;3;4;X;X;7;4;0;0;2302800
230280005000093;47;71;107;81;69;45;39;30;26;15;21;11;11;9;X;0;37;0;11;X;0;58;0;16;5;0;86;0;20;4;0;57;0;13;4;0;52;0;10;X;0;33;0;3;0;0;36;0;4;0;0;26;0;4;0;0;22;0;3;X;0;11;0;4;0;0;17;0;X;0;0;10;0;5;X;0;5;0;21;35;46;35;36;22;13;17;11;8;11;5;X;26;36;61;46;33;23;26;13;15;7;10;6;9;47;67;106;80;67;39;32;20;22;10;9;X;6;9;X;0;37;0;11;X;0;54;0;16;5;0;85;0;20;4;0;56;0;12;4;0;51;0;9;X;0;28;0;3;0;0;29;0;X;0;0;18;0;3;0;0;19;0;3;0;0;7;0;X;0;0;7;0;0;0;0;X;0;X;X;0;3;0;21;32;45;34;36;20;10;12;8;5;5;X;X;26;35;61;46;31;19;22;8;14;5;4;0;5;220;5;260;30;26;32;98;4;120;14;12;14;122;X;140;16;14;18;36;0;8;0;0;0;176;5;0;0;49;5;10;0;0;0;201;25;0;0;7;6;X;X;0;0;18;25;0;0;506;67;92;11;19;X;0;0;395;55;0;0;230;32;276;35;39;5;7;X;0;0;184;26;0;0;53;6;12;0;0;0;211;29;0;0;X;0;17;X;46;0;40;X;41;0;20;X;21;5;14;3;15;X;6;3;5;9;X;7;5;3;35;6;13;X;0;0;185;29;0;0;36;X;85;7;9;12;29;0;66;6;8;10;233;36;130;20;103;16;130;103;40;114;51;39;X;X;X;5;5;X;X;6;0;0;2302800
230280005000094;53;60;61;76;61;56;49;35;38;35;21;28;18;20;X;0;31;0;11;6;0;43;0;20;X;0;39;0;20;4;0;52;0;12;X;0;48;0;14;X;0;40;0;14;X;0;34;0;7;X;0;27;0;11;X;0;26;0;8;X;0;26;0;X;X;0;17;0;5;X;0;22;0;8;X;0;9;0;30;32;32;36;37;32;22;14;16;17;11;13;10;23;28;29;40;24;24;27;21;22;18;10;15;8;52;57;60;72;56;52;41;29;30;24;12;15;4;20;X;0;30;0;10;6;0;41;0;20;X;0;38;0;19;4;0;49;0;12;X;0;43;0;12;X;0;38;0;12;X;0;28;0;5;X;0;23;0;9;X;0;20;0;6;X;0;17;0;X;X;0;10;0;3;0;0;12;0;X;0;0;X;0;29;29;31;34;33;28;17;9;11;13;7;8;X;23;28;29;38;23;24;24;20;19;11;5;7;X;169;5;280;35;55;47;89;5;132;25;30;21;80;0;148;10;25;26;50;X;10;0;0;0;109;4;0;0;69;9;10;0;0;0;201;26;0;0;12;11;X;3;0;0;41;33;0;0;504;87;131;21;22;3;0;0;351;63;0;0;251;51;253;36;71;12;11;X;0;0;169;37;0;0;60;9;11;X;0;0;182;26;0;0;3;0;14;X;16;0;28;X;31;X;30;3;24;6;15;X;20;6;13;7;7;8;8;7;X;9;49;13;9;X;0;0;153;38;0;0;18;X;83;14;19;16;15;0;65;7;11;15;211;53;120;31;91;22;120;91;38;102;71;40;X;X;7;3;X;X;8;13;X;0;2302800
230280005000099;0;3;4;0;X;X;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;3;0;X;0;0;X;0;0;0;0;0;0;X;X;0;X;X;0;0;0;X;0;0;0;0;3;4;0;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;3;0;X;0;0;0;0;0;0;0;0;0;X;X;0;X;X;0;0;0;0;0;0;0;7;0;3;X;0;X;4;0;X;X;0;0;3;0;X;0;0;X;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;3;X;0;0;0;0;0;0;0;0;0;X;10;X;0;0;0;0;0;0;0;0;10;X;5;X;5;X;0;0;0;0;0;0;0;0;5;X;0;0;0;0;0;0;0;0;5;X;0;0;0;0;3;0;0;0;X;0;0;0;0;0;0;X;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;X;3;0;X;X;0;0;0;0;0;0;0;X;4;X;4;X;0;X;4;0;0;4;0;X;0;0;X;0;0;0;0;0;0;0;2302800
