SETOR;V00090;V00091;V00092;V00093;V00094;V00095;V00096;V00097;V00098;V00099;V00100;V00101;V00102;V00103;V00104;V00105;V00106;V00107;V00108;V00109;V00110;V00111;V00112;V00113;V00114;V00115;V00116;V00117;V00118;V00119;V00120;V00121;V00122;V00123;V00124;V00125;V00126;V00127;V00128;V00129;V00130;V00131;V00132;V00133;V00134;V00135;V00136;V00137;V00138;V00139;V00140;V00141;V00142;V00143;V00144;V00145;V00146;V00147;V00148;V00149;V00150;V00151;V00152;V00153;V00154;V00155;V00156;V00157;V00158;V00159;V00160;V00161;V00162;V00163;V00164;V00165;V00166;V00167;V00168;V00169;V00170;V00171;V00172;V00173;V00174;V00175;V00176;V00177;V00178;V00179;V00180;V00181;V00182;V00183;V00184;V00185;V00186;V00187;V00188;V00189;V00190;V00191;V00192;V00193;V00194;V00195;V00196;V00197;V00198;V00199;V00200;V00201;V00202;V00203;V00204;V00205;V00206;V00207;V00208;V00209;V00210;V00211;V00212;V00213;V00214;V00215;V00216;V00217;V00218;V00219;V00220;V00221;V00222;V00223;V00224;V00225;V00226;V00227;V00228;V00229;V00230;V00231;V00232;V00233;V00234;V00235;V00236;V00237;V00238;V00239;V00240;V00241;V00242;V00243;V00244;V00245;V00246;V00247;V00248;V00249;V00250;V00251;V00252;V00253;V00254;V00255;V00256;V00257;V00258;V00259;V00260;V00261;V00262;V00263;V00264;V00265;V00266;V00267;V00268;V00269;V00270;V00271;V00272;V00273;V00274;V00275;V00276;V00277;V00278;V00279;V00280;V00281;V00282;V00283;V00284;V00285;V00286;V00287;V00288;V00289;V00290;V00291;V00292;V00293;V00294;V00295;V00296;V00297;V00298;V00299;V00300;V00301;V00302;V00303;V00304;V00305;V00306;V00307;V00308;V00309;V00310;V00311;V00312;V00313;V00314;V00315;V00316;V00317;V00318;V00319;V00320;V00321;V00322;V00323;V00324;V00325;V00326;V00327;V00328;V00329;V00330;V00331;V00332;V00333;V00334;V00335;V00336;V00337;V00338;V00339;V00340;V00341;V00342;V00343;V00344;V00345;V00346;V00347;V00348;V00349;V00350;V00351;V00352;V00353;V00354;V00355;V00356;V00357;V00358;V00359;V00360;V00361;V00362;V00363;V00364;V00365;V00366;V00367;V00368;V00369;V00370;V00371;V00372;V00373;V00374;V00375;V00376;V00377;V00378;V00379;V00380;V00381;V00382;V00383;V00384;V00385;V00386;V00387;V00388;V00389;V00390;V00391;V00392;V00393;V00394;V00395;V00396;V00397;V00398;V00399;V00400;V00401;V00402;V00403;V00404;V00405;V00406;V00407;V00408;V00409;V00410;V00411;V00412;V00413;V00414;V00415;V00416;V00417;V00418;V00419;V00420;V00421;V00422;V00423;V00424;V00425;V00426;V00427;V00428;V00429;V00430;V00431;V00432;V00433;V00434;V00435;V00436;V00437;V00438;V00439;V00440;V00441;V00442;V00443;V00444;V00445;V00446;V00447;V00448;V00449;V00450;V00451;V00452;V00453;V00454;V00455;V00456;V00457;V00458;V00459;V00460;V00461;V00462;V00463;V00464;V00465;V00466;V00467;V00468;V00469;V00470;V00471;V00472;V00473;V00474;V00475;V00476;V00477;V00478;V00479;V00480;V00481;V00482;V00483;V00484;V00485;V00486;V00487;V00488;V00489;V00490;V00491;V00492;V00493;V00494;V00495;CD_MUN
230280005000049;60;7;0;215;0;0;0;0;0;0;0;0;0;0;0;162;120;0;0;0;0;30;145;33;0;29;8;38;0;30;144;33;0;29;8;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;X;0;21;0;29;X;0;114;0;7;X;0;25;0;0;0;0;0;0;8;X;0;20;0;X;0;0;7;0;8;X;0;28;0;0;0;0;0;0;13;17;84;61;19;14;0;0;19;10;6;X;22;16;0;0;183;41;59;182;41;59;0;0;0;0;0;0;35;6;0;142;0;12;X;0;28;0;14;0;0;45;0;101;82;25;16;37;22;225;32;5;7;3;11;0;224;32;5;7;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;7;0;170;0;6;0;0;26;0;X;0;0;4;0;X;0;0;5;0;X;0;0;X;0;3;0;0;8;0;0;0;0;0;0;131;94;15;17;3;X;5;X;3;0;6;5;0;0;X;0;X;269;12;0;0;0;X;0;X;268;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;58;7;0;204;0;3;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;155;114;7;5;0;0;0;0;0;0;X;11;270;0;X;0;X;11;269;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;3;0;0;8;0;57;7;0;206;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;6;5;157;113;0;0;0;X;0;0;3;250;3;249;0;0;0;0;0;0;0;3;0;53;6;0;191;0;X;X;148;102;225;32;5;4;X;0;0;0;X;269;14;2302800
230280005000050;16;19;X;79;X;0;0;0;0;0;X;0;0;X;0;69;47;0;0;X;X;36;34;11;0;11;11;12;4;34;33;11;0;11;11;12;4;0;0;0;0;0;0;0;0;X;X;0;0;0;0;0;0;X;7;0;27;0;6;3;0;24;X;X;X;0;8;0;0;0;0;0;0;X;X;X;7;0;X;X;0;8;0;4;4;0;4;0;0;X;0;3;0;13;23;19;15;8;3;0;0;10;X;7;4;11;X;3;X;70;23;26;67;23;26;0;0;0;3;0;0;11;11;X;46;X;3;3;0;17;0;3;5;0;18;0;39;31;11;12;21;5;95;12;0;0;X;6;4;92;12;0;0;X;6;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;16;16;X;61;X;0;X;0;11;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;0;X;0;5;0;X;0;0;3;0;51;44;9;3;0;0;0;0;X;0;6;0;3;X;0;0;X;94;11;7;X;4;0;0;0;92;11;7;X;4;0;0;0;0;0;0;0;0;0;0;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;13;15;0;65;X;X;X;X;7;0;X;X;0;4;0;0;0;0;X;0;X;0;0;3;0;0;0;0;0;X;0;58;36;5;6;3;4;X;X;3;X;8;43;65;0;3;0;7;42;64;0;3;0;0;0;0;0;0;0;X;X;X;0;0;0;X;X;0;6;0;5;7;X;30;0;9;11;0;44;X;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;3;5;19;24;48;17;0;0;X;X;0;0;11;72;11;71;0;0;0;X;X;0;0;10;0;14;12;X;44;X;4;7;54;18;95;12;0;0;0;0;0;0;0;107;12;2302800
230280005000052;3;3;0;35;0;0;0;0;0;0;0;0;0;0;0;18;23;0;0;0;0;0;22;0;0;4;4;11;0;0;22;0;0;4;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;X;0;3;0;X;0;0;9;0;0;0;0;0;0;0;0;10;12;0;0;0;0;X;3;X;3;6;5;0;0;X;19;20;X;19;20;0;0;0;0;0;0;X;0;0;X;0;X;X;0;16;0;X;X;0;18;0;0;X;8;11;10;10;37;X;0;0;3;0;0;37;X;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;X;0;32;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;15;22;X;0;0;0;0;0;X;X;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;23;0;0;0;0;0;0;0;0;0;0;38;X;X;0;0;0;38;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;32;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;16;22;X;0;X;X;0;0;X;40;X;40;0;0;0;0;0;X;0;0;0;3;X;0;35;0;X;0;17;23;37;X;0;0;0;0;0;0;0;38;3;2302800
230280005000053;X;X;0;28;0;0;0;0;0;0;0;0;0;0;0;15;16;0;0;0;0;3;3;0;0;X;X;22;0;3;3;0;0;X;X;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;X;X;0;20;0;0;0;0;0;0;3;0;X;X;0;0;0;0;X;X;0;X;10;12;0;0;20;4;7;20;4;7;0;0;0;0;0;0;X;X;0;18;0;0;X;0;3;0;0;0;0;7;0;10;10;X;X;3;4;28;X;0;0;X;0;0;28;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;25;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;15;13;0;X;0;0;0;0;0;X;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;16;0;0;0;0;0;0;0;0;0;0;30;0;X;0;0;0;30;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;27;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;15;15;0;0;0;X;0;0;17;11;17;11;0;0;0;0;X;0;0;16;0;0;X;0;9;0;6;11;6;5;28;X;0;0;0;0;0;0;0;29;X;2302800
230280005000054;13;5;0;58;X;0;0;0;0;0;0;0;0;0;0;39;38;0;0;0;0;0;69;0;0;X;X;X;3;0;69;0;0;X;X;X;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;0;52;X;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;X;0;X;X;0;X;0;0;0;34;35;0;0;0;0;X;X;X;0;X;0;X;X;48;17;12;48;17;12;0;0;0;0;0;0;9;4;0;35;0;3;0;0;14;0;X;X;0;9;X;22;26;11;6;6;6;65;0;0;0;3;X;7;65;0;0;0;3;X;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;49;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;X;0;X;0;0;5;0;35;30;0;0;0;0;0;0;X;X;X;X;X;5;0;0;0;67;X;0;X;7;0;0;0;67;X;0;X;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;51;X;0;0;0;X;0;0;0;0;0;0;X;0;0;X;0;X;0;0;5;0;0;0;0;0;0;0;35;32;X;0;0;0;X;X;X;5;0;0;74;0;3;0;0;0;74;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;0;56;X;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;38;36;0;0;X;X;0;0;56;21;56;21;0;0;0;0;11;4;0;41;0;X;X;0;17;X;28;28;11;10;65;0;0;0;0;0;0;0;0;65;12;2302800
230280005000055;3;X;0;32;0;0;0;0;0;0;0;0;0;0;0;31;5;0;0;0;0;29;0;0;0;0;0;6;X;29;0;0;0;0;0;6;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;5;0;0;0;0;X;0;25;4;0;0;0;0;0;0;0;0;0;0;5;X;X;0;35;X;0;35;X;0;0;0;0;0;0;0;3;X;0;31;0;0;0;0;X;0;0;0;0;0;0;30;5;X;0;0;0;32;0;X;0;0;X;X;32;0;X;0;0;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;X;0;28;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;27;5;0;0;X;0;0;0;0;0;X;0;X;0;0;0;0;31;0;0;3;X;0;0;0;31;0;0;3;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;X;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;X;0;0;0;0;0;0;0;27;4;0;0;0;0;X;X;X;0;0;0;35;0;X;0;0;0;35;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;X;0;31;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;30;5;0;0;X;0;0;0;X;5;X;5;0;0;0;0;0;0;0;X;0;X;0;0;4;0;X;0;4;X;32;0;X;0;0;0;0;0;0;33;3;2302800
230280005000056;12;X;0;34;0;0;0;0;0;0;0;0;0;0;0;40;8;0;0;0;0;43;0;0;0;0;0;5;0;43;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;X;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;4;0;0;0;0;0;0;35;8;0;0;0;0;0;0;0;0;0;0;5;0;0;0;37;10;X;37;10;X;0;0;0;0;0;0;11;X;0;24;0;X;0;0;9;0;0;0;0;X;0;29;8;10;0;X;0;40;0;0;0;7;0;X;40;0;0;0;7;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;X;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;5;0;0;0;0;0;0;0;0;0;X;0;32;8;0;0;0;0;0;0;7;0;0;0;X;0;0;0;0;46;0;0;X;X;0;0;0;46;0;0;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;X;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;38;8;0;0;0;0;X;0;X;0;0;0;44;0;0;4;0;0;44;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;X;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;37;7;0;0;0;0;3;X;4;X;4;X;0;0;0;0;X;0;0;3;0;0;0;0;X;0;4;0;X;0;40;0;0;0;0;0;0;0;0;40;8;2302800
230280005000057;6;4;0;17;0;0;0;0;0;0;0;0;0;0;0;20;7;0;0;0;0;0;25;0;0;0;X;X;0;0;25;0;0;0;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;18;7;0;0;0;0;0;0;X;0;X;0;0;0;X;4;22;X;4;22;0;0;0;0;0;0;X;0;0;0;0;X;0;0;X;0;3;4;0;15;0;X;0;3;X;16;6;8;0;0;0;0;16;3;8;0;0;0;0;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;X;0;12;0;X;X;0;X;0;6;X;0;0;0;0;0;0;0;0;12;4;X;X;0;0;0;23;X;0;0;3;0;0;0;23;X;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;15;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;X;0;X;0;0;0;0;0;0;0;17;6;X;0;0;0;0;0;X;X;0;0;27;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;7;0;0;0;0;0;0;0;27;0;27;0;0;0;0;0;0;0;0;0;6;4;0;17;0;0;0;20;7;8;0;0;0;0;0;0;0;0;8;19;2302800
230280005000058;19;16;0;53;X;0;0;0;0;0;0;0;0;0;0;44;45;0;0;0;0;0;21;0;0;10;9;9;40;0;21;0;0;10;9;9;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;13;0;0;0;0;0;0;0;0;0;0;0;X;X;0;6;0;4;X;0;3;0;0;X;0;8;0;9;7;0;23;X;0;0;12;9;0;0;0;0;3;7;8;X;X;7;19;21;37;20;32;37;20;32;0;0;0;0;0;0;13;6;0;17;X;X;6;0;13;0;5;4;0;23;0;19;18;10;10;15;17;35;X;X;0;0;47;4;35;X;X;0;0;47;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8;0;16;X;0;X;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;0;33;0;0;X;0;3;0;20;15;X;X;0;X;0;0;0;0;21;26;X;X;0;0;0;77;3;0;5;4;0;0;0;77;3;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;14;0;44;X;X;0;0;X;0;0;0;0;0;0;0;X;0;4;0;0;X;0;3;0;0;0;0;0;0;0;37;40;X;X;0;0;4;X;X;X;X;0;85;0;3;0;X;0;85;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;19;15;0;50;X;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;X;0;0;0;40;45;0;0;3;0;0;0;0;89;0;89;0;0;0;0;0;0;0;0;0;19;16;0;53;X;0;0;44;45;35;X;X;0;0;0;0;0;0;38;51;2302800
230280005000059;0;X;0;4;0;0;0;0;0;0;0;0;0;0;0;3;X;0;0;0;0;0;0;X;0;X;0;X;0;0;0;X;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;X;0;0;0;X;0;0;0;0;X;0;0;X;4;0;X;4;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;3;0;0;0;0;0;0;X;0;X;X;0;0;4;0;0;0;0;X;0;4;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;X;X;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;X;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;X;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;X;0;4;0;0;0;3;X;4;0;0;0;0;0;0;0;0;4;X;2302800
230280005000060;61;10;0;98;0;3;0;0;0;0;11;X;0;10;0;81;88;X;X;7;15;191;X;0;0;0;0;0;X;166;X;0;0;0;0;0;X;3;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;74;11;0;106;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;88;103;X;X;0;0;0;0;0;0;0;0;0;0;0;X;192;X;X;167;X;X;3;0;0;22;0;0;75;11;0;106;0;0;0;0;X;0;0;0;0;X;0;89;103;0;X;0;X;73;80;30;11;0;0;0;62;70;26;11;0;0;0;X;0;X;0;0;0;0;10;10;X;0;0;0;0;23;6;0;44;0;31;4;0;45;0;16;X;0;13;0;5;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;39;37;43;15;15;3;8;0;0;0;0;0;0;144;6;20;19;X;3;0;0;120;6;20;18;X;3;0;0;X;0;0;X;0;0;0;0;22;0;0;0;0;0;0;0;53;7;0;84;0;X;0;0;5;0;11;X;0;7;0;8;X;0;9;0;X;0;0;X;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;62;82;5;X;12;8;8;11;0;X;X;X;0;0;0;0;163;31;0;0;0;0;143;26;0;0;0;0;X;X;0;0;0;0;18;4;0;0;0;0;63;10;0;90;0;12;X;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;84;10;21;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;X;X;73;80;30;7;X;X;X;0;0;194;0;2302800
230280005000061;36;4;0;66;0;X;0;0;11;0;7;X;0;25;0;40;66;4;9;15;18;121;31;0;0;0;0;0;0;94;12;0;0;0;0;0;0;13;0;0;0;0;0;0;0;14;19;0;0;0;0;0;0;39;5;0;77;0;6;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;78;16;15;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;106;0;0;13;0;0;33;0;0;45;5;0;102;0;0;0;0;0;0;0;0;0;0;0;59;93;0;0;0;0;63;58;17;14;0;0;0;47;33;14;12;0;0;0;5;8;0;0;0;0;0;11;17;3;X;0;0;0;20;X;0;41;0;11;X;0;45;0;8;0;0;9;0;6;X;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;38;20;38;8;9;6;8;0;0;0;0;0;0;100;6;12;29;X;X;X;0;67;3;5;26;X;X;X;0;4;X;7;X;0;0;0;0;29;X;0;X;0;0;0;0;36;3;0;61;0;0;X;0;5;0;0;0;0;12;0;8;X;0;20;0;0;0;0;X;0;X;0;0;0;0;0;0;0;X;0;0;0;0;0;0;41;59;X;4;4;8;10;19;0;X;X;0;X;X;0;0;118;21;0;0;13;0;87;9;0;0;10;0;3;10;0;0;0;0;28;X;0;0;3;0;37;4;0;77;0;6;0;0;15;0;0;0;0;0;0;0;0;0;0;0;X;X;0;10;0;0;0;0;0;0;46;72;7;14;0;0;0;0;6;7;0;0;12;19;5;7;0;0;7;12;3;0;0;9;0;3;0;0;16;0;5;7;11;8;63;58;17;7;3;X;0;0;X;152;0;2302800
230280005000064;39;4;3;63;0;5;0;0;3;0;18;X;X;32;X;52;57;X;6;26;27;114;54;0;0;0;X;0;X;84;23;0;0;0;X;0;X;X;7;0;0;0;0;0;0;29;24;0;0;0;0;0;0;40;3;3;67;X;22;X;X;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;56;58;23;31;0;0;0;0;0;0;0;X;0;0;X;0;169;0;X;108;0;X;8;0;0;53;0;0;62;5;4;97;X;0;0;0;0;0;0;0;0;X;0;79;90;0;0;X;0;80;57;21;11;X;0;0;41;39;19;10;0;0;0;X;4;X;0;0;0;0;37;14;0;X;X;0;0;22;X;3;52;X;26;3;X;27;0;10;0;0;11;0;4;0;0;7;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;35;45;31;26;8;13;5;6;X;0;0;0;0;0;133;3;9;20;0;4;X;0;77;0;9;18;0;4;X;0;8;0;0;0;0;0;0;0;48;3;0;X;0;0;0;0;49;4;3;76;X;X;0;0;X;0;X;0;X;6;0;9;0;0;11;0;0;0;0;0;0;X;X;0;X;0;0;0;0;X;0;0;0;0;0;0;64;69;3;0;6;3;6;14;0;0;0;4;X;0;0;0;122;47;X;0;0;0;81;28;0;0;0;0;8;0;0;0;0;0;33;19;X;0;0;0;42;4;3;72;X;20;X;X;25;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;67;25;22;0;X;0;0;0;0;0;0;13;43;6;19;0;7;7;17;7;X;0;5;0;15;X;X;26;0;6;7;18;25;80;57;21;5;5;X;0;0;0;169;X;2302800
230280005000065;41;11;0;130;X;3;X;0;4;0;5;4;0;14;0;90;94;4;4;15;8;194;19;0;0;X;0;0;X;172;10;0;0;X;0;0;X;X;6;0;0;0;0;0;0;20;3;0;0;0;0;0;0;46;15;0;131;X;3;X;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;97;97;12;7;0;0;0;0;0;X;0;0;0;0;0;X;212;X;X;181;X;X;8;0;0;23;0;0;49;16;0;145;X;0;0;0;X;0;0;0;0;X;0;109;103;0;X;0;X;127;63;23;X;0;0;0;105;57;20;X;0;0;0;8;0;0;0;0;0;0;14;6;3;0;0;0;0;28;12;0;86;X;14;X;0;48;0;7;3;0;12;X;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;63;30;33;15;8;0;X;0;0;0;0;0;0;120;0;X;65;17;X;9;0;102;0;X;56;14;X;9;0;4;0;0;X;X;0;0;0;14;0;0;7;X;X;0;0;31;11;0;76;X;0;0;0;0;0;0;0;0;X;0;11;4;0;50;0;5;X;0;11;0;0;0;0;X;0;X;0;0;7;0;0;0;0;0;0;65;55;0;0;X;X;30;35;9;8;X;0;X;7;0;0;134;79;0;0;X;X;117;65;0;0;X;X;X;6;0;0;0;0;15;8;0;0;0;0;29;7;0;97;X;19;9;0;50;X;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;0;0;0;67;67;41;38;0;0;0;0;0;X;X;0;9;12;6;6;X;5;X;X;X;0;0;7;0;X;X;0;10;0;6;3;6;6;127;63;23;X;0;0;0;0;0;215;0;2302800
230280005000066;25;12;0;87;0;0;0;0;X;0;X;X;0;17;0;36;88;0;X;7;13;150;X;0;0;0;X;0;0;122;X;0;0;0;X;0;0;X;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;30;13;0;107;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;106;0;X;0;0;0;0;0;0;0;X;0;0;0;0;150;X;X;122;X;X;X;0;0;20;0;0;31;13;0;106;0;0;0;0;X;0;X;0;0;0;0;44;106;0;X;0;X;103;37;9;X;0;X;0;80;33;9;X;0;X;0;X;0;0;0;0;0;0;17;3;0;0;0;0;0;19;6;0;78;0;10;5;0;22;0;X;X;0;6;0;X;0;0;X;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;24;79;14;23;4;5;X;0;0;0;0;X;0;0;115;20;14;0;0;3;0;0;91;17;13;0;0;3;0;0;0;X;0;0;0;0;0;0;18;X;0;0;0;0;0;0;26;8;0;81;0;X;3;0;15;0;3;X;0;9;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;28;87;6;14;8;6;0;0;0;0;X;X;0;0;0;0;142;10;0;0;0;0;115;9;0;0;0;0;X;0;0;0;0;0;19;X;0;0;0;0;30;11;0;101;0;X;X;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;100;X;8;0;0;0;0;0;0;0;0;X;X;X;X;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;X;0;X;103;37;9;X;0;0;0;0;0;151;X;2302800
