SETOR;V00090;V00091;V00092;V00093;V00094;V00095;V00096;V00097;V00098;V00099;V00100;V00101;V00102;V00103;V00104;V00105;V00106;V00107;V00108;V00109;V00110;V00111;V00112;V00113;V00114;V00115;V00116;V00117;V00118;V00119;V00120;V00121;V00122;V00123;V00124;V00125;V00126;V00127;V00128;V00129;V00130;V00131;V00132;V00133;V00134;V00135;V00136;V00137;V00138;V00139;V00140;V00141;V00142;V00143;V00144;V00145;V00146;V00147;V00148;V00149;V00150;V00151;V00152;V00153;V00154;V00155;V00156;V00157;V00158;V00159;V00160;V00161;V00162;V00163;V00164;V00165;V00166;V00167;V00168;V00169;V00170;V00171;V00172;V00173;V00174;V00175;V00176;V00177;V00178;V00179;V00180;V00181;V00182;V00183;V00184;V00185;V00186;V00187;V00188;V00189;V00190;V00191;V00192;V00193;V00194;V00195;V00196;V00197;V00198;V00199;V00200;V00201;V00202;V00203;V00204;V00205;V00206;V00207;V00208;V00209;V00210;V00211;V00212;V00213;V00214;V00215;V00216;V00217;V00218;V00219;V00220;V00221;V00222;V00223;V00224;V00225;V00226;V00227;V00228;V00229;V00230;V00231;V00232;V00233;V00234;V00235;V00236;V00237;V00238;V00239;V00240;V00241;V00242;V00243;V00244;V00245;V00246;V00247;V00248;V00249;V00250;V00251;V00252;V00253;V00254;V00255;V00256;V00257;V00258;V00259;V00260;V00261;V00262;V00263;V00264;V00265;V00266;V00267;V00268;V00269;V00270;V00271;V00272;V00273;V00274;V00275;V00276;V00277;V00278;V00279;V00280;V00281;V00282;V00283;V00284;V00285;V00286;V00287;V00288;V00289;V00290;V00291;V00292;V00293;V00294;V00295;V00296;V00297;V00298;V00299;V00300;V00301;V00302;V00303;V00304;V00305;V00306;V00307;V00308;V00309;V00310;V00311;V00312;V00313;V00314;V00315;V00316;V00317;V00318;V00319;V00320;V00321;V00322;V00323;V00324;V00325;V00326;V00327;V00328;V00329;V00330;V00331;V00332;V00333;V00334;V00335;V00336;V00337;V00338;V00339;V00340;V00341;V00342;V00343;V00344;V00345;V00346;V00347;V00348;V00349;V00350;V00351;V00352;V00353;V00354;V00355;V00356;V00357;V00358;V00359;V00360;V00361;V00362;V00363;V00364;V00365;V00366;V00367;V00368;V00369;V00370;V00371;V00372;V00373;V00374;V00375;V00376;V00377;V00378;V00379;V00380;V00381;V00382;V00383;V00384;V00385;V00386;V00387;V00388;V00389;V00390;V00391;V00392;V00393;V00394;V00395;V00396;V00397;V00398;V00399;V00400;V00401;V00402;V00403;V00404;V00405;V00406;V00407;V00408;V00409;V00410;V00411;V00412;V00413;V00414;V00415;V00416;V00417;V00418;V00419;V00420;V00421;V00422;V00423;V00424;V00425;V00426;V00427;V00428;V00429;V00430;V00431;V00432;V00433;V00434;V00435;V00436;V00437;V00438;V00439;V00440;V00441;V00442;V00443;V00444;V00445;V00446;V00447;V00448;V00449;V00450;V00451;V00452;V00453;V00454;V00455;V00456;V00457;V00458;V00459;V00460;V00461;V00462;V00463;V00464;V00465;V00466;V00467;V00468;V00469;V00470;V00471;V00472;V00473;V00474;V00475;V00476;V00477;V00478;V00479;V00480;V00481;V00482;V00483;V00484;V00485;V00486;V00487;V00488;V00489;V00490;V00491;V00492;V00493;V00494;V00495;CD_MUN
230280005000086;49;22;4;99;X;0;0;0;0;0;X;X;0;5;0;85;90;0;0;4;5;177;5;0;0;X;0;0;0;169;4;0;0;X;0;0;0;0;0;0;0;0;0;0;0;8;X;0;0;0;0;0;0;50;22;3;101;X;0;X;X;3;0;0;0;0;0;0;0;0;0;0;0;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;93;3;X;0;0;0;0;X;0;0;0;0;0;0;0;182;X;X;173;X;X;0;0;0;9;0;0;49;24;4;104;X;X;0;0;0;0;X;0;0;0;0;88;94;0;X;X;0;127;51;4;X;0;X;0;120;50;3;X;0;X;0;0;0;0;0;0;0;0;7;X;X;0;0;0;0;36;18;X;70;X;13;5;X;31;0;X;0;0;3;0;0;X;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;57;70;27;24;3;X;X;0;0;0;X;0;0;0;150;6;X;27;0;0;0;0;141;6;X;27;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;41;20;3;85;X;X;0;0;4;0;0;0;0;X;0;8;4;X;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;79;3;3;X;0;14;13;0;0;0;0;0;0;0;0;174;10;0;0;0;0;165;10;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;47;24;4;98;X;4;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;91;6;4;0;0;0;0;0;0;0;0;X;5;X;4;0;0;0;X;0;X;0;X;0;X;X;X;X;0;X;0;3;X;127;51;4;X;0;0;0;0;0;183;X;2302800
230280005000088;X;7;0;53;0;0;0;0;0;0;0;0;0;0;0;39;23;0;0;0;0;31;0;X;0;0;4;26;0;31;0;X;0;0;4;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;28;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;3;0;X;4;0;21;0;0;0;0;0;0;20;11;0;0;X;0;0;0;0;0;3;X;15;11;0;0;39;21;X;39;21;X;0;0;0;0;0;0;X;4;0;34;0;X;X;0;18;0;0;X;0;X;0;22;17;16;5;X;X;30;3;X;0;0;25;3;30;3;X;0;0;25;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;28;0;X;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;5;0;19;0;0;0;0;3;0;21;9;X;X;0;X;0;0;0;0;14;11;X;X;0;0;0;58;0;0;X;3;0;0;0;58;0;0;X;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;7;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;3;0;0;0;0;0;0;0;36;22;0;0;0;0;X;0;X;X;0;0;62;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;7;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;23;0;0;0;0;0;0;16;15;16;15;0;0;0;0;X;X;0;14;0;0;4;0;11;0;8;8;11;4;30;3;X;0;0;0;0;0;0;34;28;2302800
230280005000090;15;8;X;60;0;0;0;0;0;0;0;0;0;4;0;38;47;0;0;4;0;86;0;0;0;0;0;0;3;82;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;14;8;X;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;40;46;0;0;0;0;0;0;0;0;0;0;0;0;X;X;86;0;3;82;0;3;0;0;0;4;0;0;14;8;X;62;0;0;0;0;0;0;X;0;0;X;0;40;46;0;0;X;X;64;22;X;0;X;X;0;60;22;X;0;X;X;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;10;5;X;47;0;5;3;0;14;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;28;36;12;10;X;0;0;0;X;0;0;X;0;0;49;7;32;0;X;0;0;0;46;7;31;0;X;0;0;0;0;0;0;0;0;0;0;0;3;0;X;0;0;0;0;0;7;4;X;36;0;X;X;0;5;0;7;3;0;22;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;24;3;4;14;18;0;0;0;X;0;0;0;0;0;0;89;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;15;8;X;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;47;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;X;X;64;22;X;0;0;0;0;0;0;87;X;2302800
230280005000091;44;4;0;180;0;0;0;0;0;0;X;X;0;15;0;74;154;0;0;7;11;218;27;X;0;0;0;0;0;205;22;X;0;0;0;0;0;0;0;0;0;0;0;0;0;13;5;0;0;0;0;0;0;39;3;0;176;0;6;X;0;19;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;149;12;15;0;X;0;0;0;0;0;0;0;0;0;0;244;X;0;226;X;0;0;0;0;18;0;0;46;5;0;193;0;0;0;0;X;0;0;0;0;0;0;80;164;X;X;0;0;161;75;7;3;0;0;0;153;68;6;X;0;0;0;0;0;0;0;0;0;0;8;7;X;X;0;0;0;25;4;0;132;0;19;X;0;55;0;X;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;105;21;54;X;6;3;0;0;0;0;0;0;0;15;7;17;203;3;X;0;0;15;6;17;187;X;X;0;0;0;0;0;0;0;0;0;0;0;X;0;16;X;0;0;0;3;0;0;12;0;0;0;0;7;0;3;X;0;12;0;39;3;0;161;0;X;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;4;11;X;5;12;5;62;141;X;X;0;X;0;0;0;0;77;168;0;0;X;0;70;157;0;0;X;0;0;0;0;0;0;0;7;11;0;0;0;0;18;X;0;57;0;28;3;0;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;29;48;52;116;0;0;0;0;0;X;0;0;13;15;12;11;0;0;X;4;3;X;0;9;0;4;X;0;10;0;4;9;8;7;161;75;7;3;0;0;0;0;0;246;0;2302800
230280005000092;28;15;X;159;0;0;0;0;0;0;X;X;0;5;0;69;134;0;0;4;3;208;X;0;0;0;0;0;0;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;X;0;0;0;0;0;0;29;15;X;163;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;136;X;X;0;0;0;0;0;0;0;0;0;0;0;0;210;0;0;203;0;0;0;0;0;7;0;0;29;16;X;164;0;0;0;0;0;0;0;0;0;0;0;73;137;0;0;0;0;168;38;X;X;X;0;0;163;36;X;X;X;0;0;0;0;0;0;0;0;0;5;X;0;0;0;0;0;19;15;X;133;0;10;X;0;27;0;0;0;0;X;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;58;110;14;24;X;0;0;X;0;X;0;0;0;0;9;0;3;198;0;0;0;0;9;0;X;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;5;0;0;0;0;X;X;X;4;0;0;0;0;0;0;0;0;0;3;0;27;14;0;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;X;X;67;131;0;0;0;0;0;0;0;0;155;54;X;0;0;0;149;53;X;0;0;0;0;0;0;0;0;0;6;X;0;0;0;0;18;12;X;124;0;11;4;0;39;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;102;19;35;X;0;0;0;0;0;0;0;0;X;0;0;0;0;0;X;0;0;0;0;0;0;X;0;X;0;0;0;X;X;168;38;X;X;X;0;0;0;0;209;X;2302800
230280005000093;41;14;0;213;0;0;0;0;0;0;0;0;0;X;0;149;119;0;0;X;0;255;7;0;0;0;0;0;7;254;7;0;0;0;0;0;7;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;40;13;0;202;0;X;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;6;0;140;115;4;3;0;0;0;0;0;0;0;0;0;0;6;X;262;0;7;261;0;7;0;0;0;X;0;0;41;13;0;208;0;0;0;0;0;0;0;X;0;6;0;144;118;0;0;6;X;112;146;X;3;0;6;X;111;146;X;3;0;6;X;0;0;0;0;0;0;0;X;0;0;0;0;0;0;16;3;0;93;0;24;10;0;112;0;0;0;0;X;0;X;0;0;X;0;0;0;0;0;0;0;X;0;5;0;0;0;0;X;0;57;55;87;59;X;0;0;3;0;0;4;X;X;0;X;0;0;267;0;0;0;X;X;0;0;266;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;41;14;0;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;149;118;0;0;0;0;0;0;X;0;54;211;3;0;X;0;54;210;3;0;X;0;0;0;0;0;0;0;0;X;0;0;0;0;12;X;0;41;0;29;12;0;170;0;0;X;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;27;27;120;91;X;X;0;0;X;0;0;0;0;14;0;14;0;0;0;0;0;0;0;0;0;X;X;0;12;0;0;0;10;4;112;146;X;X;X;0;0;0;0;262;7;2302800
230280005000094;62;11;0;185;0;0;0;0;X;0;0;0;0;5;0;148;110;0;X;3;X;254;X;0;0;0;X;0;8;248;X;0;0;0;X;0;8;X;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;59;10;0;185;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;3;X;0;4;0;142;112;X;0;0;0;0;0;0;0;X;0;0;0;7;X;254;X;8;248;X;8;X;0;0;5;0;0;59;10;0;185;0;0;0;0;X;0;3;X;0;4;0;143;111;X;X;7;X;183;55;11;4;5;5;X;177;55;11;4;5;5;X;X;0;0;0;0;0;0;5;0;0;0;0;0;0;35;6;0;142;0;17;X;0;36;0;3;X;0;7;0;3;X;0;0;0;X;X;0;3;0;X;0;0;3;0;X;0;0;0;0;98;85;33;22;8;3;4;0;3;X;4;X;X;0;0;0;51;209;0;0;3;X;0;0;49;205;0;0;3;X;0;0;0;X;0;0;0;0;0;0;X;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;X;0;40;0;51;10;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;X;0;0;0;0;0;0;0;0;23;28;124;85;0;0;0;0;3;0;X;0;67;194;3;0;0;0;66;189;3;0;0;0;0;X;0;0;0;0;X;4;0;0;0;0;16;X;0;50;0;45;10;0;139;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;31;114;80;X;X;0;0;0;0;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;3;X;0;6;0;0;0;9;X;183;55;11;X;3;0;0;0;0;253;11;2302800
230280005000099;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;5;X;0;0;0;0;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;3;0;X;X;0;0;3;0;0;0;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;X;X;0;0;0;0;0;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;X;0;0;0;0;0;0;0;0;0;0;5;0;0;X;0;0;5;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;4;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;3;2302800
230280005000100;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;7;X;0;0;0;0;7;0;0;0;0;0;0;X;7;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;6;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;4;3;X;4;3;X;0;0;0;0;0;0;0;0;0;X;3;0;0;0;X;X;0;0;0;X;0;4;0;X;X;X;0;X;0;0;0;0;6;X;X;0;0;0;0;6;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;4;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;5;X;X;0;0;0;0;7;0;0;0;X;0;0;0;7;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;6;X;0;0;0;0;0;0;X;0;X;0;7;0;0;0;X;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;6;X;0;0;0;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;X;0;X;0;0;0;0;0;0;0;0;X;7;2302800
230280005000101;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;X;5;0;0;0;0;0;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;5;0;0;0;0;0;0;0;0;0;0;0;0;X;4;X;X;4;X;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;4;0;0;0;0;X;X;0;0;4;0;X;4;0;0;0;0;X;0;4;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;X;3;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;5;X;0;0;0;0;0;0;5;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;4;0;X;0;0;0;0;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;5;0;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;X;5;4;0;0;0;0;0;0;0;0;4;X;2302800
230280005000103;8;6;0;45;0;0;0;0;0;0;0;0;0;0;0;34;25;0;0;0;0;56;X;X;0;0;0;0;0;56;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;0;43;0;0;X;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;24;X;0;0;X;0;0;0;0;0;0;0;0;0;0;59;0;0;59;0;0;0;0;0;0;0;0;8;6;0;45;0;0;0;0;0;0;0;0;0;0;0;34;25;0;0;0;0;23;32;X;X;0;0;0;23;32;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;16;0;5;X;0;25;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9;16;16;X;0;X;0;0;0;0;0;0;0;10;5;28;8;0;8;0;0;10;5;28;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;9;0;X;0;0;3;0;4;X;0;23;0;X;X;0;6;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;4;6;4;X;18;10;3;5;0;0;5;3;0;0;0;0;24;35;0;0;0;0;24;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;21;0;7;4;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;11;21;14;0;0;0;0;0;0;0;0;X;X;X;X;0;0;0;0;0;X;0;X;0;0;0;0;X;0;X;X;X;0;23;32;X;X;0;0;0;0;X;59;0;2302800
230280005000104;41;24;0;315;0;0;0;0;0;0;0;0;0;X;0;139;241;0;0;0;X;349;0;X;0;0;0;0;31;348;0;X;0;0;0;0;31;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;39;22;0;288;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;27;0;126;223;0;0;0;X;0;0;0;0;0;0;0;0;13;18;349;X;31;348;X;31;0;0;0;X;0;0;39;22;0;288;0;0;0;0;X;0;X;X;0;27;0;126;223;0;X;13;18;307;57;4;0;X;X;11;307;56;4;0;X;X;11;0;0;0;0;0;0;0;0;X;0;0;0;0;0;30;19;0;258;0;9;3;0;45;0;0;0;0;4;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;X;X;0;7;0;108;199;22;35;X;X;0;0;0;X;0;X;7;4;12;X;20;313;21;0;3;11;11;X;20;313;21;0;3;11;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;X;0;11;0;0;0;0;X;0;4;X;0;15;0;30;18;0;265;0;5;X;0;14;0;0;0;0;0;0;0;0;0;3;0;X;X;0;7;0;X;10;X;0;7;13;113;200;9;12;0;0;0;3;7;4;223;141;10;0;7;0;222;141;10;0;7;0;0;0;0;0;0;0;X;0;0;0;0;0;16;12;0;195;0;22;7;0;112;0;X;3;0;6;0;0;0;0;0;0;X;X;0;3;0;0;0;0;0;0;78;145;56;85;X;8;0;0;3;4;0;0;0;32;0;32;0;0;0;0;0;0;0;0;0;X;X;0;28;0;0;0;13;19;307;57;4;0;0;0;0;0;0;368;13;2302800
230280005000105;4;X;0;33;0;0;0;0;0;0;X;0;0;X;0;20;19;0;0;X;X;34;5;X;0;0;X;0;X;31;5;X;0;0;X;0;X;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;4;X;0;28;0;0;0;0;5;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;16;18;3;X;X;0;0;0;0;0;0;X;0;0;X;0;39;0;3;36;0;3;0;0;0;3;0;0;4;X;0;33;0;0;0;0;0;0;X;0;0;X;0;19;20;0;0;X;X;30;10;0;0;0;X;X;29;8;0;0;0;X;X;0;0;0;0;0;0;0;X;X;0;0;0;0;0;4;X;0;24;0;X;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;14;16;7;3;0;0;0;0;0;0;0;X;0;X;X;0;4;36;0;0;0;X;X;0;4;33;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;4;0;5;X;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;0;0;3;X;17;19;0;0;0;0;0;0;0;X;22;16;4;0;0;0;21;14;4;0;0;0;0;0;0;0;0;0;X;X;0;0;0;0;X;X;0;19;0;X;X;0;13;0;X;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;7;9;3;X;0;0;0;0;0;0;0;8;0;8;0;0;0;0;0;0;0;0;0;X;0;0;7;0;0;0;5;3;30;10;0;0;0;0;0;0;0;40;X;2302800
230280005000106;24;3;X;59;0;0;0;0;0;0;X;0;0;5;0;46;41;0;0;3;3;77;15;0;0;0;0;X;0;75;11;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;4;0;0;0;0;0;0;21;3;X;52;0;4;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;39;38;9;6;0;0;0;0;0;0;0;0;X;0;0;0;93;0;0;87;0;0;0;0;0;6;0;0;25;3;X;64;0;0;0;0;0;0;0;0;0;0;0;49;44;0;0;0;0;27;50;10;5;0;X;0;25;46;10;5;0;X;0;0;0;0;0;0;0;0;X;4;0;0;0;0;0;8;0;0;19;0;14;X;X;33;0;0;X;0;9;0;X;0;0;3;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;13;14;26;24;6;4;4;X;0;0;0;X;0;0;18;9;14;42;0;9;X;0;17;8;11;41;0;9;X;0;0;0;0;0;0;0;0;0;X;X;3;X;0;0;0;0;X;0;0;16;0;X;0;0;7;0;X;0;X;11;0;18;3;0;21;0;0;0;0;0;0;0;0;0;9;0;X;0;0;0;0;0;0;0;0;0;11;7;3;6;7;7;24;18;0;0;4;5;0;X;0;0;57;35;0;0;X;0;56;30;0;0;X;0;0;0;0;0;0;0;X;5;0;0;0;0;13;3;X;40;0;12;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;26;31;23;12;0;0;0;0;0;X;0;0;10;6;6;6;0;0;4;0;X;0;0;8;0;X;0;0;4;0;7;3;3;3;27;50;10;X;X;X;0;0;0;92;X;2302800
230280005000107;24;13;0;113;X;0;0;0;0;0;0;X;0;3;0;63;88;0;0;X;3;152;X;0;0;0;X;0;0;148;X;0;0;0;X;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;23;14;0;114;X;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;90;X;X;0;0;0;0;0;0;X;0;0;0;0;0;152;X;X;148;X;X;0;0;0;4;0;0;23;14;0;114;X;0;0;0;X;0;X;0;0;0;0;62;90;X;X;X;0;121;29;5;0;0;0;0;118;28;5;0;0;0;0;0;0;0;0;0;0;0;3;X;0;0;0;0;0;20;12;0;88;X;3;X;0;24;0;X;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;70;10;19;3;X;0;0;0;0;0;0;0;0;14;X;3;66;52;17;X;0;13;X;3;66;50;16;X;0;0;0;0;0;0;0;0;0;X;0;0;0;X;X;0;0;X;X;0;11;0;0;0;0;X;0;X;0;0;X;0;10;4;0;51;X;12;5;0;35;0;0;X;0;15;0;0;X;0;0;0;0;0;0;0;0;4;10;0;X;X;X;28;38;22;30;7;10;X;0;0;0;92;63;0;0;0;0;90;61;0;0;0;0;0;0;0;0;0;0;X;X;0;0;0;0;10;10;0;72;0;14;4;0;44;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;49;21;42;0;0;0;0;0;0;0;0;X;X;X;X;0;0;0;0;0;0;0;X;0;X;0;0;X;0;X;0;X;X;121;29;5;0;0;0;0;0;0;155;0;2302800
